Player,Club,Price,Mins,Starts,A,CS,GC,Y,R,Saves,Bonus,Pts,Mins/Save,Mins/Pts,Pts/Price,ffs_2008_09_category,source_url,outside_pl_2007_08_flag,carrier_player_name,carrier_status,G
Van Persie,ARS,9.5,1073,13.0,3,,,2.0,0,,8,68,,15.78,7.16,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Van Persie,CLEAN_POSITIVE_MINUTES,7.0
Adebayor,ARS,11.0,2928,33.0,4,,,3.0,0,,27,200,,14.64,18.18,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Adebayor,CLEAN_POSITIVE_MINUTES,24.0
Walcott,ARS,7.0,1260,11.0,3,,,0.0,0,,4,65,,19.38,9.29,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Walcott,CLEAN_POSITIVE_MINUTES,4.0
Eduardo,ARS,8.5,961,12.0,5,,,3.0,0,,5,61,,15.75,7.18,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Eduardo,CLEAN_POSITIVE_MINUTES,4.0
Bendtner,ARS,5.5,945,9.0,3,,,1.0,1,,4,63,,15.0,11.45,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Bendtner,CLEAN_POSITIVE_MINUTES,5.0
Vela*,ARS,6.5,0,21.0,4,,,6.0,0,,0,0,,90.0,0.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,True,Vela,EXCLUDE_ZERO_OR_OUTSIDE_PL,3.0
Agbonlahor,AVL,8.0,3278,37.0,8,,,4.0,0,,21,158,,20.75,19.75,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Agbonlahor,CLEAN_POSITIVE_MINUTES,11.0
Harewood,AVL,5.0,521,4.0,0,,,2.0,0,,0,42,,12.4,8.4,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Harewood,CLEAN_POSITIVE_MINUTES,5.0
Carew,AVL,7.5,2546,30.0,3,,,5.0,0,,19,136,,18.72,18.13,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Carew,CLEAN_POSITIVE_MINUTES,13.0
Rigters,BLA,5.0,16,0.0,0,,,0.0,0,,0,2,,8.0,0.4,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Rigters,CLEAN_POSITIVE_MINUTES,0.0
McCarthy,BLA,7.5,1680,22.0,1,,,1.0,0,,3,82,,20.49,10.93,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,McCarthy,CLEAN_POSITIVE_MINUTES,8.0
Santa Cruz,BLA,9.0,3187,36.0,7,,,3.0,0,,16,182,,17.51,20.22,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Santa Cruz,CLEAN_POSITIVE_MINUTES,19.0
Roberts,BLA,6.5,1264,12.0,6,,,2.0,0,,1,67,,18.87,10.31,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Roberts,CLEAN_POSITIVE_MINUTES,3.0
Derbyshire,BLA,5.5,621,4.0,2,,,1.0,0,,0,42,,14.79,7.64,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Derbyshire,CLEAN_POSITIVE_MINUTES,3.0
Davies,BOL,6.0,2640,31.0,4,,,10.0,0,,15,89,,29.66,14.83,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Davies,CLEAN_POSITIVE_MINUTES,3.0
Vaz Te,BOL,5.0,45,1.0,0,,,0.0,0,,0,1,,45.0,0.2,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Vaz Te,CLEAN_POSITIVE_MINUTES,0.0
Elmander*,BOL,7.0,0,32.0,4,,,7.0,0,,0,0,,90.0,0.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,True,Elmander,EXCLUDE_ZERO_OR_OUTSIDE_PL,11.0
Helguson,BOL,5.5,273,3.0,0,,,1.0,0,,0,16,,17.06,2.91,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Helguson,CLEAN_POSITIVE_MINUTES,2.0
Schevchenko,CHE,8.0,745,9.0,1,,,0.0,0,,8,54,,13.8,6.75,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Schevchenko,CLEAN_POSITIVE_MINUTES,5.0
Pizzaro,CHE,7.0,693,8.0,1,,,1.0,0,,1,36,,19.25,5.14,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Pizzaro,CLEAN_POSITIVE_MINUTES,2.0
Drogba,CHE,11.0,1525,17.0,6,,,5.0,1,,9,87,,17.53,7.91,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Drogba,CLEAN_POSITIVE_MINUTES,8.0
Anelka,CHE,9.5,2575,28.0,8,,,1.0,0,,11,136,,18.93,14.32,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Anelka,CLEAN_POSITIVE_MINUTES,11.0
Yakubu,EVE,8.0,2303,28.0,3,,,2.0,0,,12,137,,16.81,17.13,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Yakubu,CLEAN_POSITIVE_MINUTES,15.0
Vaughan,EVE,5.5,145,1.0,0,,,0.0,0,,2,14,,10.36,2.55,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Vaughan,CLEAN_POSITIVE_MINUTES,1.0
Anichebe,EVE,5.5,1081,11.0,1,,,1.0,0,,0,42,,25.74,7.64,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Anichebe,CLEAN_POSITIVE_MINUTES,1.0
Johnson,FUL,7.0,1844,20.0,4,,,1.0,0,,4,87,,21.2,12.43,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Johnson,CLEAN_POSITIVE_MINUTES,6.0
Kamara,FUL,5.5,1612,19.0,2,,,6.0,0,,6,71,,22.7,12.91,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Kamara,CLEAN_POSITIVE_MINUTES,5.0
Neveland,FUL,5.0,219,2.0,0,,,1.0,0,,0,17,,12.88,3.4,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Neveland,CLEAN_POSITIVE_MINUTES,2.0
Bouazza,FUL,5.5,1188,15.0,2,,,1.0,1,,0,38,,31.26,6.91,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Bouazza,CLEAN_POSITIVE_MINUTES,1.0
Healy,FUL,5.5,1361,15.0,0,,,3.0,0,,0,57,,23.88,10.36,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Healy,CLEAN_POSITIVE_MINUTES,4.0
Johnson,FUL,5.0,385,4.0,0,,,0.0,0,,1,11,,35.0,2.2,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Johnson,CLEAN_POSITIVE_MINUTES,0.0
Zamora,FULL,5.5,909,11.0,2,,,1.0,0,,2,34,,26.74,6.18,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Zamora,CLEAN_POSITIVE_MINUTES,1.0
Folan*,HUL,5.0,0,18.0,2,,,4.0,1,,0,0,,90.0,0.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,True,Folan,EXCLUDE_ZERO_OR_OUTSIDE_PL,9.0
Windass*,HUL,5.0,0,31.0,7,,,6.0,0,,0,0,,90.0,0.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,True,Windass,EXCLUDE_ZERO_OR_OUTSIDE_PL,12.0
Fagan,HUL,5.0,0,21.0,1,,,2.0,0,,0,35,,90.0,7.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Fagan,EXCLUDE_ZERO_OR_OUTSIDE_PL,0.0
Keane,LIV,9.0,2714,33.0,7,,,1.0,1,,22,162,,16.75,18.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Keane,CLEAN_POSITIVE_MINUTES,15.0
N’Gog,LIV,5.5,0,0.0,0,,,0.0,0,,0,0,,0.0,0.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,N’Gog,EXCLUDE_ZERO_OR_OUTSIDE_PL,0.0
Torres,LIV,12.0,2533,29.0,4,,,5.0,0,,29,193,,13.12,16.08,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Torres,CLEAN_POSITIVE_MINUTES,24.0
Voronin,LIV,7.0,1121,13.0,2,,,2.0,0,,0,56,,20.02,8.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Voronin,CLEAN_POSITIVE_MINUTES,5.0
Evans,MCY,5.0,0,0.0,0,,,0.0,0,,0,0,,90.0,0.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Evans,EXCLUDE_ZERO_OR_OUTSIDE_PL,0.0
Vassell,MCY,6.5,1767,22.0,3,,,2.0,0,,3,78,,22.65,12.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Vassell,CLEAN_POSITIVE_MINUTES,6.0
Benjani,MCY,7.0,2897,33.0,3,,,1.0,0,,15,150,,19.31,21.43,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Benjani,CLEAN_POSITIVE_MINUTES,15.0
Caicedo,MCY,5.5,222,0.0,0,,,1.0,0,,0,9,,24.67,1.64,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Caicedo,CLEAN_POSITIVE_MINUTES,0.0
Bojinov,MCY,6.0,50,0.0,0,,,0.0,0,,0,3,,16.67,0.5,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Bojinov,CLEAN_POSITIVE_MINUTES,0.0
Jo*,MCY,8.0,0,0.0,0,,,0.0,0,,0,0,,90.0,0.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,True,Jo,EXCLUDE_ZERO_OR_OUTSIDE_PL,0.0
Bianchi,MCY,6.0,768,7.0,1,,,0.0,0,,6,51,,15.06,8.5,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Bianchi,CLEAN_POSITIVE_MINUTES,4.0
Sturridge,MCY,5.0,150,2.0,1,,,0.0,0,,0,11,,13.64,2.2,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Sturridge,CLEAN_POSITIVE_MINUTES,1.0
Tuncay,MID,7.0,2212,27.0,4,,,5.0,0,,13,111,,19.93,15.86,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Tuncay,CLEAN_POSITIVE_MINUTES,8.0
Alves,MID,7.5,651,7.0,2,,,0.0,0,,6,54,,12.06,7.2,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Alves,CLEAN_POSITIVE_MINUTES,6.0
Mido,MID,6.5,746,9.0,0,,,4.0,1,,4,24,,31.08,3.69,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Mido,CLEAN_POSITIVE_MINUTES,2.0
Aliadiere,MID,6.0,2152,26.0,7,,,2.0,1,,4,92,,23.39,15.33,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Aliadiere,CLEAN_POSITIVE_MINUTES,5.0
Emnes*,MID,6.0,0,29.0,0,,,0.0,0,,0,0,,90.0,0.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,True,Emnes,EXCLUDE_ZERO_OR_OUTSIDE_PL,8.0
Saha,MU,7.5,741,7.0,0,,,0.0,0,,2,45,,16.47,6.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Saha,CLEAN_POSITIVE_MINUTES,5.0
Rooney,MU,11.0,2181,25.0,13,,,8.0,0,,20,148,,14.74,13.45,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Rooney,CLEAN_POSITIVE_MINUTES,12.0
Campbell*,MU,5.5,18,34.0,5,,,0.0,0,,0,0,,90.0,0.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,True,Campbell,EXCLUDE_ZERO_OR_OUTSIDE_PL,14.0
Tevez,MU,10.0,2677,31.0,6,,,1.0,0,,23,161,,16.63,16.1,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Tevez,CLEAN_POSITIVE_MINUTES,14.0
Martins,NEW,7.0,2051,27.0,4,,,1.0,0,,7,106,,19.35,15.14,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Martins,CLEAN_POSITIVE_MINUTES,9.0
Owen,NEW,8.5,2175,25.0,1,,,2.0,0,,3,99,,21.97,11.65,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Owen,CLEAN_POSITIVE_MINUTES,11.0
Carroll,NEW,5.0,141,1.0,1,,,0.0,0,,0,6,,23.5,1.2,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Carroll,CLEAN_POSITIVE_MINUTES,0.0
Viduka,NEW,7.5,1658,20.0,1,,,0.0,0,,12,87,,19.06,11.6,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Viduka,CLEAN_POSITIVE_MINUTES,7.0
Ameobi,NEW,5.5,276,3.0,0,,,0.0,0,,0,8,,34.5,1.45,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Ameobi,CLEAN_POSITIVE_MINUTES,0.0
Crouch,POR,8.0,929,10.0,3,,,0.0,0,,5,64,,14.52,8.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Crouch,CLEAN_POSITIVE_MINUTES,5.0
Nugent,POR,5.5,625,5.0,1,,,0.0,0,,0,23,,27.17,4.18,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Nugent,CLEAN_POSITIVE_MINUTES,0.0
Utaka,POR,6.0,2015,25.0,3,,,1.0,0,,5,83,,24.28,13.83,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Utaka,CLEAN_POSITIVE_MINUTES,5.0
Kanu,POR,6.0,1379,16.0,4,,,1.0,0,,8,71,,19.42,11.83,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Kanu,CLEAN_POSITIVE_MINUTES,4.0
Defoe,POR,8.0,1605,16.0,3,,,5.0,0,,9,104,,15.43,13.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Defoe,CLEAN_POSITIVE_MINUTES,12.0
Sahar*,POR,5.5,0,14.0,1,,,1.0,0,,0,0,,90.0,0.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,True,Sahar,EXCLUDE_ZERO_OR_OUTSIDE_PL,3.0
Fuller*,STK,5.5,0,39.0,5,,,11.0,0,,0,0,,90.0,0.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,True,Fuller,EXCLUDE_ZERO_OR_OUTSIDE_PL,15.0
Perricard*,STK,5.0,0,2.0,0,,,0.0,0,,0,0,,90.0,0.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,True,Perricard,EXCLUDE_ZERO_OR_OUTSIDE_PL,0.0
Cresswell*,STK,5.0,0,42.0,0,,,10.0,0,,0,0,,90.0,0.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,True,Cresswell,EXCLUDE_ZERO_OR_OUTSIDE_PL,11.0
Sidibe*,STK,5.0,0,33.0,5,,,1.0,0,,0,0,,90.0,0.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,True,Sidibe,EXCLUDE_ZERO_OR_OUTSIDE_PL,4.0
Kitson,STK,5.5,2522,28.0,3,,,2.0,1,,8,114,,22.12,20.73,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Kitson,CLEAN_POSITIVE_MINUTES,10.0
Murphy,SUN,5.5,1804,20.0,3,,,2.0,0,,5,71,,25.41,12.91,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Murphy,CLEAN_POSITIVE_MINUTES,3.0
Diouf,SUN,6.5,2639,32.0,7,,,11.0,0,,20,109,,24.21,16.77,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Diouf,CLEAN_POSITIVE_MINUTES,4.0
Chopra,SUN,5.5,2008,25.0,1,,,7.0,0,,0,73,,27.51,13.27,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Chopra,CLEAN_POSITIVE_MINUTES,6.0
Prica,SUN,5.0,210,3.0,0,,,1.0,0,,2,12,,17.5,2.4,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Prica,CLEAN_POSITIVE_MINUTES,1.0
Jones,SUN,7.0,2818,33.0,10,,,2.0,0,,18,138,,20.42,19.71,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Jones,CLEAN_POSITIVE_MINUTES,7.0
Stokes,SUN,5.0,746,9.0,0,,,1.0,0,,1,29,,25.72,5.8,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Stokes,CLEAN_POSITIVE_MINUTES,1.0
Waghorn,SUN,5.0,107,1.0,0,,,0.0,0,,0,4,,26.75,0.8,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Waghorn,CLEAN_POSITIVE_MINUTES,0.0
Giovani*,TOT,7.0,0,10.0,4,,,2.0,0,,0,0,,90.0,0.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,True,Giovani,EXCLUDE_ZERO_OR_OUTSIDE_PL,3.0
Bent,TOT,7.5,1148,11.0,5,,,0.0,0,,6,80,,14.35,10.67,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Bent,CLEAN_POSITIVE_MINUTES,6.0
Berbatov,TOT,9.5,2989,33.0,11,,,3.0,0,,18,177,,16.89,18.63,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Berbatov,CLEAN_POSITIVE_MINUTES,15.0
Beattie*,WBA,5.0,0,6.0,0,,,0.0,0,,0,0,,90.0,0.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,True,Beattie,EXCLUDE_ZERO_OR_OUTSIDE_PL,3.0
Bednar*,WBA,5.5,0,18.0,1,,,2.0,0,,0,0,,90.0,0.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,True,Bednar,EXCLUDE_ZERO_OR_OUTSIDE_PL,12.0
Moore,WBA,5.0,842,14.0,0,,,1.0,0,,0,26,,32.38,5.2,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Moore,CLEAN_POSITIVE_MINUTES,1.0
Miller*,WBA,5.0,0,24.0,8,,,5.0,0,,0,0,,90.0,0.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,True,Miller,EXCLUDE_ZERO_OR_OUTSIDE_PL,9.0
Sears,WHM,5.0,215,1.0,0,,,0.0,0,,0,12,,17.92,2.4,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Sears,CLEAN_POSITIVE_MINUTES,1.0
Camara,WhM,5.0,340,3.0,0,,,1.0,0,,0,14,,24.29,2.8,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Camara,CLEAN_POSITIVE_MINUTES,1.0
Bellamy,WHM,6.5,527,6.0,2,,,2.0,0,,6,31,,17.0,4.77,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Bellamy,CLEAN_POSITIVE_MINUTES,2.0
Ashton,WHM,6.5,2001,22.0,0,,,0.0,0,,10,100,,20.01,15.38,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Ashton,CLEAN_POSITIVE_MINUTES,10.0
Cole,WhM,5.5,1892,23.0,9,,,9.0,0,,9,95,,19.92,17.27,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Cole,CLEAN_POSITIVE_MINUTES,4.0
King,WIG,6.0,668,8.0,0,,,1.0,0,,0,24,,27.83,4.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,King,CLEAN_POSITIVE_MINUTES,1.0
Heskey,WIG,6.5,2072,25.0,5,,,6.0,0,,10,84,,24.67,12.92,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Heskey,CLEAN_POSITIVE_MINUTES,4.0
Zaki*,WIG,6.0,0,0.0,0,,,0.0,0,,0,0,,0.0,0.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,True,Zaki,EXCLUDE_ZERO_OR_OUTSIDE_PL,0.0
