Player,Club,Price,Mins,Starts,A,CS,GC,Y,R,Saves,Bonus,Pts,Mins/Save,Mins/Pts,Pts/Price,ffs_2008_09_category,source_url,outside_pl_2007_08_flag,carrier_player_name,carrier_status,G
Fabianski,ARS,5.0,248,3.0,0,1.0,2.0,0.0,0,8.0,0,15,31.0,16.53,3.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Fabianski,CLEAN_POSITIVE_MINUTES,
Almunia,ARS,6.0,2610,29.0,1,11.0,24.0,0.0,0,71.0,0,117,36.76,22.31,19.5,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Almunia,CLEAN_POSITIVE_MINUTES,
Friedel,AVL,5.5,3420,38.0,0,8.0,48.0,0.0,0,124.0,12,149,27.58,22.95,27.09,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Friedel,CLEAN_POSITIVE_MINUTES,
Taylor,AVL,4.5,294,3.0,0,0.0,6.0,0.0,0,11.0,0,12,26.73,24.5,2.67,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Taylor,CLEAN_POSITIVE_MINUTES,
Robinson,BLA,5.0,2250,25.0,0,5.0,47.0,0.0,0,64.0,0,63,35.16,35.71,12.6,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Robinson,CLEAN_POSITIVE_MINUTES,
Brown,BLA,4.5,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,90.0,0.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Brown,EXCLUDE_ZERO_OR_OUTSIDE_PL,
Al-Habsi,BOL,4.0,900,10.0,0,4.0,12.0,0.0,0,41.0,3,44,21.95,20.45,11.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Al-Habsi,CLEAN_POSITIVE_MINUTES,
Jaaskelainen,BOL,4.5,2520,28.0,1,8.0,42.0,1.0,0,80.0,0,90,31.5,28.0,20.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Jaaskelainen,CLEAN_POSITIVE_MINUTES,
Cudicini,CHE,5.0,900,10.0,0,6.0,7.0,0.0,0,23.0,0,46,39.13,19.57,9.2,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Cudicini,CLEAN_POSITIVE_MINUTES,
Cech,CHE,6.0,2313,26.0,0,14.0,17.0,0.0,0,60.0,2,120,38.55,19.28,20.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Cech,CLEAN_POSITIVE_MINUTES,
Hilario,CHE,4.5,207,2.0,0,0.0,2.0,0.0,0,3.0,0,5,69.0,41.4,1.11,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Hilario,CLEAN_POSITIVE_MINUTES,
Turner,EVE,4.5,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,90.0,90.0,0.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Turner,EXCLUDE_ZERO_OR_OUTSIDE_PL,
Ruddy,EVE,4.5,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,90.0,90.0,0.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Ruddy,EXCLUDE_ZERO_OR_OUTSIDE_PL,
Howard,EVE,5.5,3240,36.0,1,14.0,30.0,1.0,0,95.0,0,147,34.11,22.04,26.73,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Howard,CLEAN_POSITIVE_MINUTES,
Stockdale*,FUL,4.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,90.0,0.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,True,Stockdale,EXCLUDE_ZERO_OR_OUTSIDE_PL,
Schwarzer,FUL,4.0,3060,34.0,0,8.0,47.0,2.0,0,97.0,3,106,31.55,28.87,26.5,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Schwarzer,CLEAN_POSITIVE_MINUTES,
Niemi,FUL,4.0,1980,22.0,0,2.0,39.0,0.0,0,89.0,2,64,22.25,30.94,16.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Niemi,CLEAN_POSITIVE_MINUTES,
Warner,HUL,4.0,270,3.0,0,0.0,5.0,0.0,0,15.0,0,7,18.0,38.57,1.75,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Warner,CLEAN_POSITIVE_MINUTES,
Duke*,HUL,4.0,295,3.0,0,0.0,4.0,0.0,0,0.0,0,0,90.0,90.0,0.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,True,Duke,EXCLUDE_ZERO_OR_OUTSIDE_PL,
Myhill*,HUL,4.0,4117,45.0,0,15.0,43.0,4.0,0,0.0,0,0,90.0,90.0,0.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,True,Myhill,EXCLUDE_ZERO_OR_OUTSIDE_PL,
Itandje,LIV,5.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,90.0,90.0,0.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Itandje,EXCLUDE_ZERO_OR_OUTSIDE_PL,
Cavalieri*,LIV,5.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,90.0,90.0,0.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,True,Cavalieri,EXCLUDE_ZERO_OR_OUTSIDE_PL,
Reina,LIV,6.0,3420,38.0,1,18.0,28.0,2.0,0,66.0,3,159,51.82,21.51,26.5,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Reina,CLEAN_POSITIVE_MINUTES,
Hart,MCY,5.0,2340,26.0,0,7.0,34.0,0.0,0,104.0,3,103,22.5,22.72,20.6,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Hart,CLEAN_POSITIVE_MINUTES,
Schmeichel,MCY,4.0,630,7.0,0,4.0,5.0,0.0,0,24.0,2,41,26.25,15.37,10.25,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Schmeichel,CLEAN_POSITIVE_MINUTES,
Jones,MID,4.0,90,1.0,0,0.0,3.0,0.0,0,1.0,0,1,90.0,90.0,0.25,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Jones,CLEAN_POSITIVE_MINUTES,
Turnbull,MID,4.0,270,3.0,0,0.0,3.0,0.0,0,11.0,0,9,24.55,30.0,2.25,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Turnbull,CLEAN_POSITIVE_MINUTES,
Van der Sar,MUN,6.0,2565,29.0,1,14.0,18.0,2.0,0,77.0,0,126,33.31,20.36,21.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Van der Sar,CLEAN_POSITIVE_MINUTES,
Kuszczak,MUN,5.0,765,9.0,0,5.0,4.0,0.0,0,23.0,0,40,33.26,19.13,8.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Kuszczak,CLEAN_POSITIVE_MINUTES,
Foster,MUN,5.0,90,1.0,0,1.0,0.0,0.0,0,5.0,0,7,18.0,12.86,1.4,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Foster,CLEAN_POSITIVE_MINUTES,
Given,NEW,5.0,1628,19.0,0,2.0,37.0,2.0,0,54.0,0,39,30.15,41.74,7.8,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Given,CLEAN_POSITIVE_MINUTES,
Harper,NEW,4.5,1792,20.0,0,6.0,28.0,0.0,0,75.0,0,73,23.89,24.55,16.22,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Harper,CLEAN_POSITIVE_MINUTES,
Ashdown,POR,4.5,270,3.0,0,0.0,4.0,0.0,0,10.0,0,7,27.0,38.57,1.56,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Ashdown,CLEAN_POSITIVE_MINUTES,
James,POR,6.0,3150,35.0,0,16.0,36.0,2.0,0,124.0,5,167,25.4,18.86,27.83,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,James,CLEAN_POSITIVE_MINUTES,
Sorensen,STK,4.0,0,,0,0.0,0.0,0.0,0,0.0,0,0,90.0,90.0,0.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Sorensen,EXCLUDE_ZERO_OR_OUTSIDE_PL,
Simonsen*,STK,4.0,0,35.0,0,8.0,48.0,0.0,0,0.0,0,0,90.0,90.0,0.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,True,Simonsen,EXCLUDE_ZERO_OR_OUTSIDE_PL,
Ward,SUN,4.0,270,3.0,0,1.0,3.0,0.0,0,8.0,0,10,33.75,27.0,2.5,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Ward,CLEAN_POSITIVE_MINUTES,
Gordon,SUN,4.5,3060,34.0,0,6.0,55.0,1.0,0,99.0,6,100,30.91,30.6,22.22,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Gordon,CLEAN_POSITIVE_MINUTES,
Fulop,SUN,4.0,90,1.0,0,0.0,1.0,0.0,0,4.0,0,3,22.5,30.0,0.75,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Fulop,CLEAN_POSITIVE_MINUTES,
Gomes,TOT,5.5,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Gomes,EXCLUDE_ZERO_OR_OUTSIDE_PL,
Kiely*,WBA,4.0,0,44.0,1,14.0,52.0,1.0,0,0.0,0,0,90.0,90.0,0.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,True,Kiely,EXCLUDE_ZERO_OR_OUTSIDE_PL,
Danek*,WBA,4.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,90.0,90.0,0.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,True,Danek,EXCLUDE_ZERO_OR_OUTSIDE_PL,
Carson,WBA,5.0,3125,35.0,2,9.0,46.0,1.0,1,82.0,1,113,38.11,27.65,22.6,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Carson,CLEAN_POSITIVE_MINUTES,
Walker,WHM,4.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,90.0,90.0,0.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Walker,EXCLUDE_ZERO_OR_OUTSIDE_PL,
Lastuvka,WHM,4.5,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,90.0,90.0,0.0,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Lastuvka,EXCLUDE_ZERO_OR_OUTSIDE_PL,
Green,WHM,5.0,3420,38.0,0,8.0,50.0,2.0,0,111.0,12,144,30.81,23.75,28.8,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Green,CLEAN_POSITIVE_MINUTES,
Pollitt,WIG,4.0,90,1.0,0,0.0,2.0,0.0,0,1.0,0,1,90.0,90.0,0.25,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Pollitt,CLEAN_POSITIVE_MINUTES,
Kirkland,WIG,4.5,3330,37.0,0,12.0,49.0,0.0,0,96.0,4,132,34.69,25.23,29.33,GK,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-goalkeepers,False,Kirkland,CLEAN_POSITIVE_MINUTES,
Sagna,ARS,6.5,2458,28.0,4,10.0,21.0,3.0,0,,3,115,,21.37,17.69,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Sagna,CLEAN_POSITIVE_MINUTES,1.0
Senderos,ARS,5.0,1246,15.0,0,7.0,11.0,0.0,1,,1,65,,19.17,13.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Senderos,CLEAN_POSITIVE_MINUTES,2.0
Clichy,ARS,6.5,3330,37.0,5,15.0,30.0,5.0,0,,9,146,,22.81,22.46,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Clichy,CLEAN_POSITIVE_MINUTES,0.0
Toure,ARS,6.5,2565,29.0,3,8.0,26.0,3.0,0,,10,115,,22.3,17.69,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Toure,CLEAN_POSITIVE_MINUTES,2.0
Gallas,ARS,6.5,2723,30.0,0,11.0,26.0,6.0,0,,4,120,,22.69,18.46,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Gallas,CLEAN_POSITIVE_MINUTES,4.0
Djourou,ARS,5.0,1258,14.0,0,3.0,23.0,0.0,0,,1,33,,38.12,6.6,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Djourou,CLEAN_POSITIVE_MINUTES,0.0
Traore,ARS,4.5,102,1.0,1,0.0,1.0,0.0,0,,0,7,,14.57,1.56,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Traore,CLEAN_POSITIVE_MINUTES,0.0
Hoyte,ARS,4.5,155,2.0,0,1.0,1.0,1.0,0,,0,9,,17.22,2.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Hoyte,CLEAN_POSITIVE_MINUTES,0.0
Bouma,AVL,5.0,3261,38.0,1,9.0,48.0,5.0,0,,3,103,,31.66,20.6,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Bouma,CLEAN_POSITIVE_MINUTES,1.0
