Player,Club,Price,Mins,Starts,A,CS,GC,Y,R,Saves,Bonus,Pts,Mins/Save,Mins/Pts,Pts/Price,ffs_2008_09_category,source_url,outside_pl_2007_08_flag,carrier_player_name,carrier_status,G,name_norm,launch_match_status,launch_match_method,launch_position,launch_player,launch_team,points_2006_07,start_price_m,launch_source_url,expected_later_addition
Seol,FUL,5.0,498,6.0,1,,,1.0,0,,0,22,,22.64,4.4,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Seol,CLEAN_POSITIVE_MINUTES,0.0,seol,MATCHED,EXACT_DISPLAY_NAME,MID,Seol,Reading,83.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Dempsey,FUL,5.5,2671,32.0,3,,,4.0,0,,7,115,,23.23,20.91,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Dempsey,CLEAN_POSITIVE_MINUTES,6.0,dempsey,MATCHED,EXACT_DISPLAY_NAME,MID,Dempsey,Fulham,16.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Murphy,FUL,5.5,2470,28.0,1,,,4.0,0,,8,97,,25.46,17.64,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Murphy,CLEAN_POSITIVE_MINUTES,5.0,murphy,MATCHED,EXACT_DISPLAY_NAME+CATEGORY_TIEBREAK,MID,Murphy,Tottenham,31.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Smertin,FUL,4.5,988,11.0,1,,,2.0,0,,3,42,,23.52,9.33,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Smertin,CLEAN_POSITIVE_MINUTES,2.0,smertin,MATCHED,EXACT_DISPLAY_NAME,MID,Smertin,Fulham,16.0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Andranik,FUL,4.5,79,1.0,0,,,0.0,0,,0,3,,26.33,0.67,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Andranik,CLEAN_POSITIVE_MINUTES,0.0,andranik,MATCHED,EXACT_DISPLAY_NAME,MID,Andranik,Bolton,42.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Geovanni,HUL,5.0,412,2.0,1,,,4.0,0,,0,36,,11.44,7.2,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Geovanni,CLEAN_POSITIVE_MINUTES,3.0,geovanni,MATCHED,EXACT_DISPLAY_NAME,MID,Geovanni,Man. City,0.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Kuyt,LIV,8.5,2166,24.0,8,,,3.0,0,,5,95,,22.8,11.18,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Kuyt,CLEAN_POSITIVE_MINUTES,3.0,kuyt,MATCHED,EXACT_DISPLAY_NAME,FWD,Kuyt,Liverpool,140.0,9.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Lucas,LIV,6.5,1110,12.0,5,,,0.0,0,,2,55,,20.18,8.46,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Lucas,CLEAN_POSITIVE_MINUTES,0.0,lucas,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Alonso,LIV,6.0,1468,16.0,1,,,3.0,0,,7,60,,24.47,10.0,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Alonso,CLEAN_POSITIVE_MINUTES,2.0,alonso,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,MID,Alonso,Liverpool,112.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Plessis,LIV,5.0,180,1.0,0,,,0.0,0,,0,4,,45.0,0.8,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Plessis,CLEAN_POSITIVE_MINUTES,0.0,plessis,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Mascherano,LIV,5.5,2153,24.0,1,,,5.0,1,,15,76,,28.33,13.82,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Mascherano,CLEAN_POSITIVE_MINUTES,1.0,mascherano,MATCHED,EXACT_DISPLAY_NAME,MID,Mascherano,Liverpool,25.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Babel,LIV,7.5,1420,16.0,3,,,1.0,0,,1,78,,18.21,10.4,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Babel,CLEAN_POSITIVE_MINUTES,4.0,babel,MATCHED,EXACT_DISPLAY_NAME,MID,Babel,Liverpool,0.0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Benayoun,LIV,7.0,1581,15.0,2,,,0.0,0,,3,81,,19.52,11.57,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Benayoun,CLEAN_POSITIVE_MINUTES,4.0,benayoun,MATCHED,EXACT_DISPLAY_NAME,MID,Benayoun,Liverpool,88.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Pennant,LIV,6.5,1128,14.0,3,,,3.0,0,,6,63,,17.9,9.69,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Pennant,CLEAN_POSITIVE_MINUTES,2.0,pennant,MATCHED,EXACT_DISPLAY_NAME,MID,Pennant,Liverpool,90.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Gerrard,LIV,11.5,2840,32.0,11,,,3.0,0,,35,200,,14.2,17.39,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Gerrard,CLEAN_POSITIVE_MINUTES,11.0,gerrard,MATCHED,EXACT_DISPLAY_NAME,MID,Gerrard,Liverpool,180.0,10.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Elano,MCY,8.5,2439,30.0,9,,,3.0,0,,13,149,,16.37,17.53,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Elano,CLEAN_POSITIVE_MINUTES,8.0,elano,MATCHED,EXACT_DISPLAY_NAME,MID,Elano,Man. City,0.0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Ireland,MCY,5.5,2547,32.0,4,,,1.0,1,,8,106,,24.03,19.27,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Ireland,CLEAN_POSITIVE_MINUTES,4.0,ireland,MATCHED,EXACT_DISPLAY_NAME,MID,Ireland,Man. City,52.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Castillo,MCY,7.0,296,3.0,0,,,0.0,0,,0,9,,32.89,1.29,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Castillo,CLEAN_POSITIVE_MINUTES,0.0,castillo,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Hamann,MCY,4.5,2203,26.0,1,,,8.0,0,,13,71,,31.03,15.78,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Hamann,CLEAN_POSITIVE_MINUTES,0.0,hamann,MATCHED,EXACT_DISPLAY_NAME,MID,Hamann,Man. City,29.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Johnson,MCY,6.0,1930,22.0,3,,,4.0,0,,2,67,,28.81,11.17,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Johnson,CLEAN_POSITIVE_MINUTES,2.0,johnson,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,MID,Johnson,Man. City,40.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Gelson,MCY,5.0,1961,21.0,0,,,5.0,0,,5,59,,33.24,11.8,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Gelson,CLEAN_POSITIVE_MINUTES,2.0,gelson,MATCHED,EXACT_DISPLAY_NAME,MID,Gelson,Man. City,0.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Petrov,MCY,7.5,2972,34.0,11,,,2.0,1,,21,153,,19.42,20.4,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Petrov,CLEAN_POSITIVE_MINUTES,5.0,petrov,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,MID,Petrov,Man. City,0.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
O’Neil,MID,5.0,2330,27.0,5,,,8.0,0,,3,70,,33.29,14.0,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,O’Neil,CLEAN_POSITIVE_MINUTES,0.0,oneil,MATCHED,EXACT_DISPLAY_NAME,MID,O'Neil,Portsmouth,99.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Shawky,MID,4.5,252,3.0,0,,,1.0,0,,0,7,,36.0,1.56,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Shawky,CLEAN_POSITIVE_MINUTES,0.0,shawky,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Johnson,MID,4.5,475,3.0,0,,,2.0,0,,0,25,,19.0,5.56,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Johnson,CLEAN_POSITIVE_MINUTES,1.0,johnson,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,MID,Johnson,Middlesbrough,17.0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Arca,MID,5.5,1863,22.0,5,,,6.0,0,,8,77,,24.19,14.0,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Arca,CLEAN_POSITIVE_MINUTES,2.0,arca,MATCHED,EXACT_DISPLAY_NAME,MID,Arca,Middlesbrough,68.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Downing,MID,7.5,3415,38.0,6,,,3.0,0,,22,166,,20.57,22.13,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Downing,CLEAN_POSITIVE_MINUTES,9.0,downing,MATCHED,EXACT_DISPLAY_NAME,MID,Downing,Middlesbrough,120.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Boateng,HUL,5.0,2607,30.0,3,,,9.0,0,,13,86,,30.31,17.2,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Boateng,CLEAN_POSITIVE_MINUTES,1.0,boateng,AMBIGUOUS,EXACT_DISPLAY_NAME+MULTIPLE_REMAIN,,Boateng | Boateng,Tottenham | Middlesbrough,,,,False
Park,MUN,6.5,630,8.0,1,,,0.0,0,,0,31,,20.32,4.77,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Park,CLEAN_POSITIVE_MINUTES,1.0,park,MATCHED,EXACT_DISPLAY_NAME,MID,Park,Man. United,61.0,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Carrick,MUN,7.0,2203,25.0,3,,,2.0,0,,10,93,,23.69,13.29,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Carrick,CLEAN_POSITIVE_MINUTES,2.0,carrick,MATCHED,EXACT_DISPLAY_NAME,MID,Carrick,Man. United,106.0,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Scholes,MUN,7.0,1836,22.0,4,,,3.0,0,,14,85,,21.6,12.14,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Scholes,CLEAN_POSITIVE_MINUTES,1.0,scholes,MATCHED,EXACT_DISPLAY_NAME,MID,Scholes,Man. United,132.0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Hargreaves,MUN,7.0,1527,17.0,2,,,2.0,0,,8,69,,22.13,9.86,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Hargreaves,CLEAN_POSITIVE_MINUTES,2.0,hargreaves,MATCHED,EXACT_DISPLAY_NAME,MID,Hargreaves,Man. United,0.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Ronaldo,MUN,14.0,2746,31.0,7,,,5.0,1,,35,283,,9.7,20.21,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Ronaldo,CLEAN_POSITIVE_MINUTES,31.0,ronaldo,MATCHED,EXACT_DISPLAY_NAME,MID,Ronaldo,Man. United,244.0,12.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Nani,MUN,8.0,1572,17.0,9,,,2.0,1,,5,89,,17.66,11.13,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Nani,CLEAN_POSITIVE_MINUTES,3.0,nani,MATCHED,EXACT_DISPLAY_NAME,MID,Nani,Man. United,0.0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Fletcher,MUN,5.5,653,5.0,2,,,1.0,0,,0,28,,23.32,5.09,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Fletcher,CLEAN_POSITIVE_MINUTES,0.0,fletcher,MATCHED,EXACT_DISPLAY_NAME,MID,Fletcher,Man. United,64.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Giggs,MUN,7.5,2234,27.0,5,,,1.0,0,,3,101,,22.12,13.47,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Giggs,CLEAN_POSITIVE_MINUTES,3.0,giggs,MATCHED,EXACT_DISPLAY_NAME,MID,Giggs,Man. United,125.0,8.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Anderson,MUN,6.0,1485,17.0,1,,,2.0,0,,3,54,,27.5,9.0,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Anderson,CLEAN_POSITIVE_MINUTES,0.0,anderson,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,MID,Anderson,Man. United,0.0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Guthrie,NEW,5.0,1896,23.0,0,,,4.0,0,,7,57,,33.26,11.4,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Guthrie,CLEAN_POSITIVE_MINUTES,0.0,guthrie,MATCHED,EXACT_DISPLAY_NAME,MID,Guthrie,Bolton,3.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Milner,NEW,6.0,2227,25.0,2,,,3.0,0,,14,84,,26.51,14.0,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Milner,CLEAN_POSITIVE_MINUTES,2.0,milner,MATCHED,EXACT_DISPLAY_NAME,MID,Milner,Newcastle,114.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Butt,NEW,5.5,2998,34.0,1,,,12.0,0,,28,110,,27.25,20.0,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Butt,CLEAN_POSITIVE_MINUTES,3.0,butt,MATCHED,EXACT_DISPLAY_NAME,MID,Butt,Newcastle,71.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Duff,NEW,6.0,1062,12.0,0,,,3.0,0,,1,27,,39.33,4.5,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Duff,CLEAN_POSITIVE_MINUTES,0.0,duff,MATCHED,EXACT_DISPLAY_NAME,MID,Duff,Newcastle,51.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Geremi,NEW,6.0,2057,25.0,7,,,3.0,0,,4,101,,20.37,16.83,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Geremi,CLEAN_POSITIVE_MINUTES,2.0,geremi,MATCHED,EXACT_DISPLAY_NAME,DEF,Geremi,Newcastle,51.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Smith,NEW,5.0,2396,27.0,3,,,9.0,1,,5,61,,39.28,12.2,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Smith,CLEAN_POSITIVE_MINUTES,0.0,smith,MATCHED,EXACT_DISPLAY_NAME,FWD,Smith,Newcastle,19.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Mvuemba,POR,4.5,316,4.0,0,,,0.0,0,,0,12,,26.33,2.67,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Mvuemba,CLEAN_POSITIVE_MINUTES,0.0,mvuemba,MATCHED,EXACT_DISPLAY_NAME,MID,Mvuemba,Portsmouth,15.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Hughes,POR,4.5,770,8.0,0,,,2.0,0,,0,22,,35.0,4.89,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Hughes,CLEAN_POSITIVE_MINUTES,0.0,hughes,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,MID,Hughes,Portsmouth,33.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Kranjcar,POR,6.5,2854,33.0,4,,,2.0,0,,10,118,,24.19,18.15,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Kranjcar,CLEAN_POSITIVE_MINUTES,4.0,kranjcar,MATCHED,EXACT_DISPLAY_NAME,MID,Kranjcar,Portsmouth,58.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Davis,POR,5.0,1648,19.0,2,,,8.0,0,,0,51,,32.31,10.2,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Davis,CLEAN_POSITIVE_MINUTES,1.0,davis,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,MID,Davis,Portsmouth,78.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Mendes,POR,4.5,1221,15.0,4,,,3.0,0,,8,52,,23.48,11.56,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Mendes,CLEAN_POSITIVE_MINUTES,0.0,mendes,MATCHED,EXACT_DISPLAY_NAME,MID,Mendes,Portsmouth,87.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Diop,POR,5.5,2173,25.0,4,,,7.0,0,,6,77,,28.22,14.0,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Diop,CLEAN_POSITIVE_MINUTES,0.0,diop,MATCHED,EXACT_DISPLAY_NAME,MID,Diop,Fulham,48.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Muntari,POR,6.5,2367,27.0,3,,,4.0,2,,7,97,,24.4,14.92,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Muntari,CLEAN_POSITIVE_MINUTES,4.0,muntari,MATCHED,EXACT_DISPLAY_NAME,MID,Muntari,Portsmouth,0.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Diarra,POR,5.5,1370,15.0,0,,,3.0,0,,15,54,,25.37,9.82,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Diarra,CLEAN_POSITIVE_MINUTES,1.0,diarra,MATCHED,EXACT_DISPLAY_NAME,MID,Diarra,Chelsea,20.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Little,POR,4.5,53,0.0,0,,,0.0,0,,0,2,,26.5,0.44,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Little,CLEAN_POSITIVE_MINUTES,0.0,little,MATCHED,EXACT_DISPLAY_NAME,MID,Little,Reading,68.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Wallace,SUN,4.5,1491,19.0,2,,,3.0,0,,2,55,,27.11,12.22,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Wallace,CLEAN_POSITIVE_MINUTES,2.0,wallace,MATCHED,EXACT_DISPLAY_NAME,MID,Wallace,Sunderland,0.0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Richardson,SUN,6.0,1109,13.0,2,,,3.0,0,,3,53,,20.92,8.83,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Richardson,CLEAN_POSITIVE_MINUTES,3.0,richardson,MATCHED,EXACT_DISPLAY_NAME,MID,Richardson,Sunderland,30.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Leadbitter,SUN,5.0,1896,21.0,5,,,5.0,0,,2,71,,26.7,14.2,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Leadbitter,CLEAN_POSITIVE_MINUTES,2.0,leadbitter,MATCHED,EXACT_DISPLAY_NAME,MID,Leadbitter,Sunderland,0.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Miller,SUN,4.5,1604,17.0,2,,,3.0,1,,0,47,,34.13,10.44,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Miller,CLEAN_POSITIVE_MINUTES,1.0,miller,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,MID,Miller,Sunderland,0.0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Reid,SUN,6.0,985,11.0,2,,,2.0,0,,15,50,,19.7,8.33,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Reid,CLEAN_POSITIVE_MINUTES,1.0,reid,MATCHED,EXACT_DISPLAY_NAME,MID,Reid,Blackburn,6.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Edwards,SUN,5.5,845,11.0,0,,,0.0,0,,5,29,,29.14,5.27,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Edwards,CLEAN_POSITIVE_MINUTES,0.0,edwards,MATCHED,EXACT_DISPLAY_NAME,MID,Edwards,Sunderland,0.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Whitehead,SUN,5.0,2397,27.0,2,,,8.0,0,,1,62,,38.66,12.4,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Whitehead,CLEAN_POSITIVE_MINUTES,1.0,whitehead,MATCHED,EXACT_DISPLAY_NAME,MID,Whitehead,Sunderland,0.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
O’Donovan,SUN,4.5,459,4.0,0,,,2.0,0,,0,16,,28.69,3.56,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,O’Donovan,CLEAN_POSITIVE_MINUTES,0.0,odonovan,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Yorke,SUN,4.5,1250,17.0,0,,,4.0,1,,2,34,,36.76,7.56,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Yorke,CLEAN_POSITIVE_MINUTES,1.0,yorke,MATCHED,EXACT_DISPLAY_NAME,MID,Yorke,Sunderland,0.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Tainio,SUN,5.0,651,8.0,0,,,1.0,0,,0,19,,34.26,3.8,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Tainio,CLEAN_POSITIVE_MINUTES,0.0,tainio,MATCHED,EXACT_DISPLAY_NAME,MID,Tainio,Tottenham,52.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Etuhu,Sun,4.5,1504,18.0,1,,,4.0,0,,1,44,,34.18,9.78,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Etuhu,CLEAN_POSITIVE_MINUTES,1.0,etuhu,MATCHED,EXACT_DISPLAY_NAME,MID,Etuhu,Sunderland,0.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Malbranque,SUN,6.5,2840,35.0,6,,,4.0,0,,8,113,,25.13,17.38,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Malbranque,CLEAN_POSITIVE_MINUTES,4.0,malbranque,MATCHED,EXACT_DISPLAY_NAME,MID,Malbranque,Tottenham,60.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Zokora,TOT,5.5,2252,25.0,0,,,6.0,0,,0,53,,42.49,9.64,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Zokora,CLEAN_POSITIVE_MINUTES,0.0,zokora,MATCHED,EXACT_DISPLAY_NAME,MID,Zokora,Tottenham,60.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Huddlestone,TOT,6.0,1945,24.0,7,,,5.0,0,,11,95,,20.47,15.83,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Huddlestone,CLEAN_POSITIVE_MINUTES,3.0,huddlestone,MATCHED,EXACT_DISPLAY_NAME,MID,Huddlestone,Tottenham,64.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Lennon,TOT,7.0,2129,25.0,6,,,1.0,0,,8,95,,22.41,13.57,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Lennon,CLEAN_POSITIVE_MINUTES,2.0,lennon,MATCHED,EXACT_DISPLAY_NAME,MID,Lennon,Tottenham,98.0,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Taarabt,TOT,4.5,129,0.0,0,,,0.0,0,,0,6,,21.5,1.33,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Taarabt,CLEAN_POSITIVE_MINUTES,0.0,taarabt,MATCHED,EXACT_DISPLAY_NAME,MID,Taarabt,Tottenham,2.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Boateng,TOT,5.0,592,7.0,0,,,2.0,0,,0,17,,34.82,3.4,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Boateng,CLEAN_POSITIVE_MINUTES,0.0,boateng,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,MID,Boateng,Tottenham,0.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
