Player,Club,Price,Mins,Starts,A,CS,GC,Y,R,Saves,Bonus,Pts,Mins/Save,Mins/Pts,Pts/Price,ffs_2008_09_category,source_url,outside_pl_2007_08_flag,carrier_player_name,carrier_status,G,name_norm,launch_match_status,launch_match_method,launch_position,launch_player,launch_team,points_2006_07,start_price_m,launch_source_url,expected_later_addition
Yobo,EVE,6.0,2609,29.0,2,9.0,29.0,0.0,0,,13,113,,23.09,18.83,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Yobo,CLEAN_POSITIVE_MINUTES,1.0,yobo,MATCHED,EXACT_DISPLAY_NAME,DEF,Yobo,Everton,139.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Jagielka,EVE,6.0,2654,30.0,4,11.0,24.0,2.0,0,,7,128,,20.73,21.33,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Jagielka,CLEAN_POSITIVE_MINUTES,1.0,jagielka,MATCHED,EXACT_DISPLAY_NAME,DEF,Jagielka,Everton,121.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Baines,EVE,5.0,1140,12.0,1,4.0,12.0,1.0,0,,7,56,,20.36,11.2,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Baines,CLEAN_POSITIVE_MINUTES,0.0,baines,MATCHED,EXACT_DISPLAY_NAME,DEF,Baines,Everton,95.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Valente,EVE,4.5,721,8.0,1,4.0,4.0,1.0,0,,0,35,,20.6,7.78,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Valente,CLEAN_POSITIVE_MINUTES,0.0,valente,MATCHED,EXACT_DISPLAY_NAME,DEF,Valente,Everton,30.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Lescott,EVE,7.0,3375,38.0,2,14.0,32.0,3.0,0,,21,196,,17.22,28.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Lescott,CLEAN_POSITIVE_MINUTES,8.0,lescott,MATCHED,EXACT_DISPLAY_NAME,DEF,Lescott,Everton,164.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Hangeland,FUL,4.5,1350,15.0,0,5.0,18.0,1.0,0,,5,48,,28.13,10.67,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Hangeland,CLEAN_POSITIVE_MINUTES,0.0,hangeland,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Stefanovic,FUL,4.0,1170,13.0,0,1.0,23.0,4.0,0,,5,23,,50.87,5.75,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Stefanovic,CLEAN_POSITIVE_MINUTES,0.0,stefanovic,MATCHED,EXACT_DISPLAY_NAME,DEF,Stefanovic,Portsmouth,65.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Hughes,FUL,4.5,2660,30.0,0,7.0,44.0,0.0,0,,2,75,,35.47,16.67,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Hughes,CLEAN_POSITIVE_MINUTES,0.0,hughes,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,DEF,Hughes,Fulham,43.0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Baird,FUL,4.0,1463,17.0,0,3.0,27.0,1.0,1,,1,33,,44.33,8.25,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Baird,CLEAN_POSITIVE_MINUTES,0.0,baird,MATCHED,EXACT_DISPLAY_NAME,DEF,Baird,Fulham,0.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Konchesky,FUL,4.5,2925,32.0,2,6.0,52.0,5.0,1,,4,72,,40.63,16.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Konchesky,CLEAN_POSITIVE_MINUTES,0.0,konchesky,MATCHED,EXACT_DISPLAY_NAME,DEF,Konchesky,Fulham,41.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Omozusi,FUL,4.0,689,8.0,0,0.0,11.0,1.0,1,,0,8,,86.13,2.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Omozusi,CLEAN_POSITIVE_MINUTES,0.0,omozusi,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Paintsil,FUL,4.0,683,7.0,0,1.0,14.0,5.0,0,,0,14,,48.79,3.5,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Paintsil,CLEAN_POSITIVE_MINUTES,0.0,paintsil,MATCHED,EXACT_DISPLAY_NAME,DEF,Paintsil,West Ham,5.0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Volz,FUL,4.5,485,5.0,1,0.0,15.0,1.0,1,,0,12,,40.42,2.67,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Volz,CLEAN_POSITIVE_MINUTES,0.0,volz,MATCHED,EXACT_DISPLAY_NAME,DEF,Volz,Fulham,76.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Gardner,HUL,4.5,360,6.0,0,0.0,5.0,1.0,0,,0,16,,22.5,3.56,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Gardner,CLEAN_POSITIVE_MINUTES,1.0,gardner,AMBIGUOUS,EXACT_DISPLAY_NAME+MULTIPLE_REMAIN,,Gardner | Gardner | Gardner,Bolton | Tottenham | Aston Villa,,,,False
Carragher,LIV,6.5,3040,35.0,2,0.0,24.0,4.0,0,,10,136,,22.35,20.92,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Carragher,CLEAN_POSITIVE_MINUTES,0.0,carragher,MATCHED,EXACT_DISPLAY_NAME,DEF,Carragher,Liverpool,163.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Agger,LIV,6.5,436,5.0,0,3.0,2.0,0.0,0,,1,23,,18.96,3.54,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Agger,CLEAN_POSITIVE_MINUTES,0.0,agger,MATCHED,EXACT_DISPLAY_NAME,DEF,Agger,Liverpool,131.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Insua,LIV,5.0,207,2.0,0,2.0,0.0,1.0,0,,0,12,,17.25,2.4,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Insua,CLEAN_POSITIVE_MINUTES,0.0,insua,MATCHED,EXACT_DISPLAY_NAME,DEF,Insua,Liverpool,3.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Skrtel,LIV,6.0,1191,13.0,0,7.0,10.0,1.0,0,,3,55,,21.65,9.17,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Skrtel,CLEAN_POSITIVE_MINUTES,0.0,skrtel,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Finnan,LIV,6.0,1959,22.0,2,9.0,15.0,2.0,0,,3,85,,23.05,14.17,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Finnan,CLEAN_POSITIVE_MINUTES,0.0,finnan,MATCHED,EXACT_DISPLAY_NAME,DEF,Finnan,Liverpool,143.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Hyypia,LIV,5.5,2025,23.0,1,0.0,15.0,1.0,0,,11,103,,19.66,18.73,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Hyypia,CLEAN_POSITIVE_MINUTES,1.0,hyypia,MATCHED,EXACT_DISPLAY_NAME,DEF,Hyypia,Liverpool,106.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Aurelio,LIV,6.5,1125,13.0,1,2.0,13.0,1.0,0,,1,41,,27.44,6.31,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Aurelio,CLEAN_POSITIVE_MINUTES,1.0,aurelio,MATCHED,EXACT_DISPLAY_NAME,DEF,Aurelio,Liverpool,54.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Arbeloa,LIV,6.0,2274,26.0,1,12.0,21.0,4.0,0,,0,96,,23.69,16.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Arbeloa,CLEAN_POSITIVE_MINUTES,0.0,arbeloa,MATCHED,EXACT_DISPLAY_NAME,DEF,Arbeloa,Liverpool,37.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Dunne,MCY,5.5,3039,34.0,0,10.0,48.0,2.0,2,,33,119,,25.54,21.64,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Dunne,CLEAN_POSITIVE_MINUTES,0.0,dunne,MATCHED,EXACT_DISPLAY_NAME,DEF,Dunne,Man. City,151.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Ben Haim,MCY,5.0,1018,12.0,0,3.0,11.0,2.0,0,,3,35,,29.09,7.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Ben Haim,CLEAN_POSITIVE_MINUTES,0.0,benhaim,MATCHED,EXACT_DISPLAY_NAME,DEF,Ben Haim,Chelsea,84.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Onuoha,MCY,5.0,1222,13.0,1,5.0,13.0,0.0,0,,0,53,,23.06,10.6,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Onuoha,CLEAN_POSITIVE_MINUTES,1.0,onuoha,MATCHED,EXACT_DISPLAY_NAME,DEF,Onuoha,Man. City,54.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Corluka,MCY,5.5,2970,33.0,2,10.0,46.0,4.0,0,,3,101,,29.41,18.36,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Corluka,CLEAN_POSITIVE_MINUTES,0.0,corluka,MATCHED,EXACT_DISPLAY_NAME,DEF,Corluka,Man. City,0.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Garrido,MCY,4.5,1898,20.0,1,8.0,33.0,4.0,0,,0,67,,28.33,14.89,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Garrido,CLEAN_POSITIVE_MINUTES,0.0,garrido,MATCHED,EXACT_DISPLAY_NAME,DEF,Garrido,Man. City,0.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Ball,MCY,5.0,1875,20.0,0,3.0,35.0,2.0,0,,0,45,,41.67,9.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Ball,CLEAN_POSITIVE_MINUTES,0.0,ball,MATCHED,EXACT_DISPLAY_NAME,DEF,Ball,Man. City,38.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Richards,MCY,5.5,2250,25.0,0,8.0,30.0,4.0,0,,5,74,,30.41,13.45,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Richards,CLEAN_POSITIVE_MINUTES,0.0,richards,MATCHED,EXACT_DISPLAY_NAME,DEF,Richards,Man. City,94.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Wheater,MID,5.0,3015,34.0,0,7.0,45.0,8.0,0,,18,110,,27.41,22.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Wheater,CLEAN_POSITIVE_MINUTES,3.0,wheater,MATCHED,EXACT_DISPLAY_NAME,DEF,Wheater,Middlesbrough,9.0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Grounds,MID,4.0,423,5.0,0,1.0,6.0,1.0,0,,0,12,,35.25,3.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Grounds,CLEAN_POSITIVE_MINUTES,0.0,grounds,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Huth,MID,4.5,923,10.0,0,3.0,10.0,3.0,0,,9,45,,20.51,10.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Huth,CLEAN_POSITIVE_MINUTES,1.0,huth,MATCHED,EXACT_DISPLAY_NAME,DEF,Huth,Middlesbrough,22.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Pogatetz,MID,4.5,2131,24.0,0,5.0,29.0,3.0,0,,0,62,,34.37,13.78,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Pogatetz,CLEAN_POSITIVE_MINUTES,0.0,pogatetz,MATCHED,EXACT_DISPLAY_NAME,DEF,Pogatetz,Middlesbrough,115.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Taylor,MID,4.5,1557,17.0,1,2.0,31.0,1.0,0,,0,35,,44.49,7.78,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Taylor,CLEAN_POSITIVE_MINUTES,0.0,taylor,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,DEF,Taylor,Middlesbrough,83.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Riggott,MID,4.5,829,9.0,0,2.0,11.0,0.0,0,,1,31,,26.74,6.89,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Riggott,CLEAN_POSITIVE_MINUTES,1.0,riggott,MATCHED,EXACT_DISPLAY_NAME,DEF,Riggott,Middlesbrough,5.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Young,MID,4.5,3108,35.0,1,7.0,48.0,8.0,0,,2,94,,33.06,20.89,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Young,CLEAN_POSITIVE_MINUTES,1.0,young,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,DEF,Young,Middlesbrough,84.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Silvestre,MUN,5.5,186,2.0,0,0.0,2.0,0.0,0,,0,3,,62.0,0.55,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Silvestre,CLEAN_POSITIVE_MINUTES,0.0,silvestre,MATCHED,EXACT_DISPLAY_NAME,DEF,Silvestre,Man. United,35.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Vidic,MUN,7.0,2667,30.0,1,17.0,13.0,5.0,0,,7,145,,18.39,20.71,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Vidic,CLEAN_POSITIVE_MINUTES,1.0,vidic,MATCHED,EXACT_DISPLAY_NAME,DEF,Vidic,Man. United,106.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Evra,MUN,6.5,2820,33.0,1,16.0,16.0,4.0,0,,1,133,,21.2,20.46,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Evra,CLEAN_POSITIVE_MINUTES,0.0,evra,MATCHED,EXACT_DISPLAY_NAME,DEF,Evra,Man. United,111.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Evans,MUN,4.5,1336,15.0,0,5.0,15.0,0.0,0,,4,50,,26.72,11.11,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Evans,CLEAN_POSITIVE_MINUTES,0.0,evans,MATCHED,EXACT_DISPLAY_NAME,DEF,Evans,Man. United,0.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Ferdinand,MUN,7.0,3045,35.0,1,17.0,20.0,4.0,0,,15,171,,17.81,24.43,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Ferdinand,CLEAN_POSITIVE_MINUTES,2.0,ferdinand,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,DEF,Ferdinand,Man. United,126.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Brown,MUN,6.0,3028,34.0,2,17.0,21.0,8.0,0,,4,142,,21.32,23.67,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Brown,CLEAN_POSITIVE_MINUTES,1.0,brown,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,DEF,Brown,Man. United,61.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
O’Shea,MUN,5.5,1147,12.0,2,0.0,9.0,1.0,0,,0,48,,23.9,8.73,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,O’Shea,CLEAN_POSITIVE_MINUTES,0.0,oshea,MATCHED,EXACT_DISPLAY_NAME,MID,O'Shea,Man. United,76.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Faye,NEW,4.5,1741,20.0,0,4.0,31.0,5.0,0,,4,54,,32.24,12.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Faye,CLEAN_POSITIVE_MINUTES,1.0,faye,MATCHED,EXACT_DISPLAY_NAME,DEF,Faye,Bolton,82.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Taylor,NEW,5.0,2633,29.0,1,6.0,50.0,3.0,0,,3,75,,35.11,15.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Taylor,CLEAN_POSITIVE_MINUTES,1.0,taylor,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,DEF,Taylor,Newcastle,93.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Edgar,NEW,4.0,189,2.0,0,1.0,2.0,0.0,0,,1,11,,17.18,2.75,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Edgar,CLEAN_POSITIVE_MINUTES,0.0,edgar,MATCHED,EXACT_DISPLAY_NAME,DEF,Edgar,Newcastle,14.0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Beye,NEW,5.0,2472,27.0,2,5.0,46.0,5.0,0,,2,69,,35.83,13.8,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Beye,CLEAN_POSITIVE_MINUTES,1.0,beye,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
NZogbia,NEW,5.5,2441,27.0,3,0.0,53.0,5.0,0,,6,86,,28.38,15.64,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,NZogbia,CLEAN_POSITIVE_MINUTES,3.0,nzogbia,MATCHED,EXACT_DISPLAY_NAME,MID,N'Zogbia,Newcastle,40.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Jose Enrique,NEW,5.0,1617,18.0,1,5.0,30.0,1.0,0,,2,54,,29.94,10.8,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Jose Enrique,CLEAN_POSITIVE_MINUTES,0.0,joseenrique,MATCHED,EXACT_DISPLAY_NAME,DEF,Jose Enrique,Newcastle,0.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Cacapa,NEW,5.0,1433,16.0,0,3.0,33.0,1.0,0,,3,41,,34.95,8.2,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Cacapa,CLEAN_POSITIVE_MINUTES,1.0,cacapa,MATCHED,EXACT_DISPLAY_NAME,DEF,Cacapa,Newcastle,0.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Johnson,POR,5.5,2715,31.0,4,14.0,29.0,3.0,0,,10,136,,19.96,24.73,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Johnson,CLEAN_POSITIVE_MINUTES,1.0,johnson,MATCHED,EXACT_DISPLAY_NAME+CATEGORY_TIEBREAK,DEF,Johnson,Chelsea,92.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Pamarot,POR,4.5,1167,13.0,0,3.0,13.0,3.0,0,,3,50,,23.34,11.11,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Pamarot,CLEAN_POSITIVE_MINUTES,1.0,pamarot,MATCHED,EXACT_DISPLAY_NAME,DEF,Pamarot,Portsmouth,56.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Aubey,POR,4.5,170,2.0,0,0.0,2.0,0.0,0,,0,8,,21.25,1.78,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Aubey,CLEAN_POSITIVE_MINUTES,0.0,aubey,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Hreidarsson,POR,5.5,2590,30.0,2,12.0,34.0,3.0,1,,4,121,,21.4,22.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Hreidarsson,CLEAN_POSITIVE_MINUTES,3.0,hreidarsson,MATCHED,EXACT_DISPLAY_NAME,DEF,Hreidarsson,Portsmouth,79.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Distin,POR,5.5,3195,36.0,1,15.0,39.0,4.0,0,,16,133,,24.02,24.18,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Distin,CLEAN_POSITIVE_MINUTES,0.0,distin,MATCHED,EXACT_DISPLAY_NAME,DEF,Distin,Portsmouth,145.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Campbell,POR,5.5,2790,31.0,0,15.0,31.0,2.0,0,,14,129,,21.63,23.45,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Campbell,CLEAN_POSITIVE_MINUTES,1.0,campbell,MATCHED,EXACT_DISPLAY_NAME,DEF,Campbell,Portsmouth,136.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Lauren,POR,4.5,978,12.0,0,3.0,15.0,4.0,0,,3,30,,32.6,6.67,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Lauren,CLEAN_POSITIVE_MINUTES,0.0,lauren,MATCHED,EXACT_DISPLAY_NAME,DEF,Lauren,Portsmouth,28.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Nosworthy,SUN,4.5,2514,28.0,1,6.0,37.0,3.0,0,,3,73,,34.44,16.22,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Nosworthy,CLEAN_POSITIVE_MINUTES,0.0,nosworthy,MATCHED,EXACT_DISPLAY_NAME,DEF,Nosworthy,Sunderland,0.0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Collins,SUN,4.5,3044,35.0,1,5.0,52.0,6.0,0,,3,77,,39.53,17.11,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Collins,CLEAN_POSITIVE_MINUTES,1.0,collins,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,DEF,Collins,Sunderland,0.0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Higginbotham,SUN,4.5,1890,21.0,0,2.0,39.0,1.0,0,,6,59,,32.03,13.11,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Higginbotham,CLEAN_POSITIVE_MINUTES,3.0,higginbotham,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Anderson,SUN,4.0,29,0.0,0,0.0,1.0,0.0,0,,0,1,,29.0,0.25,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Anderson,CLEAN_POSITIVE_MINUTES,0.0,anderson,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,DEF,Anderson,Sunderland,0.0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Bardsley,SUN,4.5,990,11.0,0,4.0,10.0,3.0,0,,1,34,,29.12,7.56,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Bardsley,CLEAN_POSITIVE_MINUTES,0.0,bardsley,MATCHED,EXACT_DISPLAY_NAME,DEF,Bardsley,Man. United,46.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
McShane,SUN,4.5,1764,20.0,0,2.0,37.0,3.0,1,,9,38,,46.42,8.44,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,McShane,CLEAN_POSITIVE_MINUTES,0.0,mcshane,MATCHED,EXACT_DISPLAY_NAME,DEF,McShane,Sunderland,0.0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Chimbonda,SUN,5.5,2752,31.0,6,7.0,51.0,5.0,0,,1,99,,27.8,18.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Chimbonda,CLEAN_POSITIVE_MINUTES,2.0,chimbonda,MATCHED,EXACT_DISPLAY_NAME,DEF,Chimbonda,Tottenham,90.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Bale,TOT,6.0,610,7.0,1,0.0,14.0,1.0,0,,3,27,,22.59,4.5,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Bale,CLEAN_POSITIVE_MINUTES,2.0,bale,MATCHED,EXACT_DISPLAY_NAME,DEF,Bale,Tottenham,0.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Gilberto,TOT,5.0,343,3.0,0,1.0,3.0,0.0,0,,0,18,,19.06,3.6,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Gilberto,CLEAN_POSITIVE_MINUTES,1.0,gilberto,MATCHED,EXACT_DISPLAY_NAME,MID,Gilberto,Arsenal,141.0,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,True
Assou-Ekotto,TOT,4.5,90,1.0,0,0.0,1.0,1.0,0,,0,1,,90.0,0.22,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Assou-Ekotto,CLEAN_POSITIVE_MINUTES,0.0,assouekotto,MATCHED,EXACT_DISPLAY_NAME,DEF,Assou-Ekotto,Tottenham,43.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
