launch_position,launch_player,launch_team,points_2006_07,start_price_m,launch_source_url
MID,Malouda,Chelsea,0,9.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Rosicky,Arsenal,83,8.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Ballack,Chelsea,77,8.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Arteta,Everton,178,8.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Giggs,Man. United,125,8.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Gamst Pedersen,Blackburn,155,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Essien,Chelsea,144,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Sidwell,Chelsea,134,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Babel,Liverpool,0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Elano,Man. City,0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Scholes,Man. United,132,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Nani,Man. United,0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Anderson,Man. United,0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Gilberto,Arsenal,141,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Barry,Aston Villa,147,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Wright-Phillips,Chelsea,71,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Cahill,Everton,70,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Park,Man. United,61,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Carrick,Man. United,106,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Barton,Newcastle,131,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Lennon,Tottenham,98,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Hleb,Arsenal,94,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Petrov,Aston Villa,94,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Bentley,Blackburn,145,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Nolan,Bolton,81,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Mikel,Chelsea,42,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Benayoun,Liverpool,88,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Alonso,Liverpool,112,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Pennant,Liverpool,90,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Geovanni,Man. City,0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Downing,Middlesbrough,120,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Dyer,Newcastle,77,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Duff,Newcastle,51,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Taylor,Portsmouth,164,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Jenas,Tottenham,95,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Ljungberg,West Ham,36,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Boa Morte,West Ham,70,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Faubert,West Ham,0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Denilson,Arsenal,17,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,McSheffrey,Birmingham,0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Speed,Bolton,151,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Makelele,Chelsea,81,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Bullard,Fulham,23,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Kewell,Liverpool,7,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Gonzalez,Liverpool,55,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Petrov,Man. City,0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Fletcher,Man. United,64,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Hargreaves,Man. United,0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Milner,Newcastle,114,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Muntari,Portsmouth,0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Malbranque,Tottenham,60,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Flamini,Arsenal,48,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Berger,Aston Villa,44,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Maloney,Aston Villa,18,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Reid,Blackburn,6,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Dunn,Blackburn,14,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Campo,Bolton,123,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Wilhelmsson,Bolton,0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Braaten,Bolton,0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Diarra,Chelsea,20,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Osman,Everton,104,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Mascherano,Liverpool,25,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Leto,Liverpool,0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,O'Shea,Man. United,76,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Arca,Middlesbrough,68,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Emre,Newcastle,70,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Solano,Newcastle,74,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Kranjcar,Portsmouth,58,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,O'Neil,Portsmouth,99,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Hunt,Reading,116,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Zokora,Tottenham,60,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Boateng,Tottenham,0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Etherington,West Ham,63,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Parker,West Ham,92,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Koumas,Wigan,0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Diaby,Arsenal,28,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Reo-Coker,Aston Villa,83,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Savage,Blackburn,44,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Tugay,Blackburn,82,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Stelios,Bolton,33,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Barnes,Derby,0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Carsley,Everton,104,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Davies,Fulham,94,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Davis,Fulham,53,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Sissoko,Liverpool,28,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Boateng,Middlesbrough,85,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Cattermole,Middlesbrough,57,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Rochemback,Middlesbrough,61,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Davis,Portsmouth,78,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Mendes,Portsmouth,87,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Harper,Reading,109,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Seol,Reading,83,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Richardson,Sunderland,30,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Murphy,Tottenham,31,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Tainio,Tottenham,52,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Ghaly,Tottenham,51,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Routledge,Tottenham,45,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Bowyer,West Ham,54,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Sibierski,Wigan,62,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Gardner,Aston Villa,35,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Kapo,Birmingham,0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Andranik,Bolton,42,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,McCann,Bolton,74,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Dzemaili,Bolton,0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Jones,Derby,0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Van Der Meyde,Everton,13,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Pienaar,Everton,0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Diop,Fulham,48,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Cook,Fulham,0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Gelson,Man. City,0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Ireland,Man. City,52,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Dabo,Man. City,19,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Miller,Man. City,18,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Eagles,Man. United,11,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,N'Zogbia,Newcastle,40,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Butt,Newcastle,71,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Mvuemba,Portsmouth,15,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Gunnarsson,Reading,50,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Little,Reading,68,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Convey,Reading,28,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Fae,Reading,0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Whitehead,Sunderland,0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Edwards,Sunderland,0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Huddlestone,Tottenham,64,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Kilbane,Wigan,90,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Landzaat,Wigan,80,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Valencia,Wigan,48,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Osbourne,Aston Villa,28,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Larsson,Birmingham,0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,De Ridder,Birmingham,0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Mokoena,Blackburn,40,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Peter,Blackburn,8,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Tal,Bolton,32,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Guthrie,Bolton,3,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Alonso,Bolton,0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Oakley,Derby,0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,De Silva,Everton,1,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Dempsey,Fulham,16,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Johnson,Man. City,40,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Hamann,Man. City,29,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Mendieta,Middlesbrough,9,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Euell,Middlesbrough,33,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Hughes,Portsmouth,33,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Oster,Reading,47,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Hysen,Sunderland,0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Leadbitter,Sunderland,0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Yorke,Sunderland,0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Etuhu,Sunderland,0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Taarabt,Tottenham,2,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Mullins,West Ham,66,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Noble,West Ham,37,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Brown,Wigan,77,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Skoko,Wigan,65,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Nafti,Birmingham,0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Danns,Birmingham,0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Johnson,Birmingham,0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Muamba,Birmingham,0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,O'Brien,Bolton,0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Malcolm,Derby,0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Pearson,Derby,0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Teale,Derby,18,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Smertin,Fulham,16,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Elliott,Fulham,0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Elrich,Fulham,0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Johnson,Middlesbrough,17,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Pattison,Newcastle,9,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Cisse,Reading,0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Wallace,Sunderland,0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Kavanagh,Sunderland,2,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Miller,Sunderland,0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
MID,Quashie,West Ham,12,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Drogba,Chelsea,170,12.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Rooney,Man. United,184,12.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Torres,Liverpool,0,10.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Shevchenko,Chelsea,85,9.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Kuyt,Liverpool,140,9.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Owen,Newcastle,6,9.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Berbatov,Tottenham,169,9.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Bent D,Tottenham,137,9.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Van Persie,Arsenal,108,9.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Eduardo,Arsenal,0,9.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,McCarthy,Blackburn,151,9.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Saha,Man. United,97,9.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Martins,Newcastle,140,9.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Keane,Tottenham,104,9.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Anelka,Bolton,153,8.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Johnson,Everton,139,8.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Crouch,Liverpool,111,8.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Tevez,Man. United,91,8.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Adebayor,Arsenal,110,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Carew,Aston Villa,48,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Kalou,Chelsea,98,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Pizarro,Chelsea,0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Voronin,Liverpool,0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Yakubu,Middlesbrough,136,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Viduka,Newcastle,139,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Defoe,Tottenham,109,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Bellamy,West Ham,90,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Walcott,Arsenal,36,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Agbonlahor,Aston Villa,144,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Bianchi,Man. City,0,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Tuncay,Middlesbrough,0,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Doyle,Reading,127,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Young,Aston Villa,134,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Roberts,Blackburn,46,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Santa Cruz,Blackburn,0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Diouf,Bolton,103,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,McBride,Fulham,128,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Vassell,Man. City,74,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Bojinov,Man. City,0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Smith,Newcastle,19,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Ameobi,Newcastle,34,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Nugent,Portsmouth,0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Mido,Tottenham,18,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Ashton,West Ham,0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Rigters,Blackburn,0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Davies,Bolton,99,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Sinclair,Chelsea,2,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Sahar,Chelsea,3,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Vaughan,Everton,36,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Kamara,Fulham,0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Mpenza,Man. City,37,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Samaras,Man. City,86,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Solskjaer,Man. United,65,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Aliadiere,Middlesbrough,14,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Utaka,Portsmouth,0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Kanu,Portsmouth,118,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Lita,Reading,100,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Heskey,Wigan,107,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Bendtner,Arsenal,0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Derbyshire,Blackburn,53,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Helguson,Bolton,61,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
