archive_id,code,first_name,second_name,web_name,current_team,current_type,element_type_id,minutes,goals,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,ea_ppi,end_cost_tenths,end_price_m,total_points,source_path
298,207242,Ji-Sung,Park,Park,QPR,Midfielder,3,1080,5,3,5,13,0,0,0,1,0,0,9,0,47,4.7,74,20_5_2013/298
299,180845,Bobby,Zamora,Zamora,QPR,Forward,4,757,5,5,3,8,0,0,0,2,0,0,10,0,56,5.6,63,20_5_2013/299
304,284842,DJ,Campbell,Campbell,QPR,Forward,4,2625,13,4,5,55,0,0,0,1,1,0,8,0,45,4.5,128,20_5_2013/304
306,39460,Andrew,Johnson,Johnson,QPR,Forward,4,1560,3,3,6,21,0,0,0,4,0,0,2,0,55,5.5,61,20_5_2013/306
316,181098,Nicky,Shorey,Shorey,Reading,Defender,2,2314,0,1,1,46,1,0,0,1,0,0,0,0,42,4.2,43,20_5_2013/316
327,299577,Danny,Guthrie,Guthrie,Reading,Midfielder,3,949,0,1,3,14,0,0,0,3,0,0,0,0,47,4.7,28,20_5_2013/327
330,35910,Jason,Roberts,Roberts,Reading,Forward,4,1489,5,4,4,28,0,0,0,2,0,0,6,0,53,5.3,73,20_5_2013/330
348,291350,Jason,Puncheon,Puncheon,Southampton,Midfielder,3,647,3,0,0,19,0,0,0,0,0,0,0,0,50,5.0,32,20_5_2013/348
355,321403,Asmir,Begovic,Begovic,Stoke City,Goalkeeper,1,2520,0,0,8,32,0,1,0,3,0,97,5,0,44,4.4,108,20_5_2013/355
356,38752,Thomas,Sorensen,Sorensen,Stoke City,Goalkeeper,1,900,0,0,1,16,0,1,0,0,0,25,0,0,42,4.2,27,20_5_2013/356
357,243766,Danny,Collins,Collins,Stoke City,Defender,2,2030,0,0,5,30,1,0,0,6,0,0,0,0,43,4.3,48,20_5_2013/357
358,38310,Danny,Higginbotham,Higginbotham,Stoke City,Defender,2,844,2,0,3,12,0,0,0,0,0,0,1,0,39,3.9,39,20_5_2013/358
359,235593,Andy,Wilkinson,Wilkinson,Stoke City,Defender,2,1746,0,1,7,22,0,0,0,4,0,0,1,0,42,4.2,62,20_5_2013/359
360,309921,Ryan,Shawcross,Shawcross,Stoke City,Defender,2,3196,1,0,9,44,0,0,0,7,2,0,6,0,47,4.7,92,20_5_2013/360
361,241730,Robert,Huth,Huth,Stoke City,Defender,2,3110,6,3,8,43,0,0,0,7,0,0,14,0,59,5.9,138,20_5_2013/361
362,28934,Matthew,Upson,Upson,Stoke City,Defender,2,2470,0,0,5,49,1,0,0,4,0,0,3,0,46,4.6,56,20_5_2013/362
364,306354,Marc,Wilson,Wilson,Stoke City,Defender,2,1855,1,1,4,28,0,0,0,7,0,0,2,0,45,4.5,56,20_5_2013/364
365,192134,Dean,Whitehead,Whitehead,Stoke City,Midfielder,3,2902,2,2,8,40,0,0,0,6,0,0,6,0,43,4.3,93,20_5_2013/365
366,43037,Jermaine,Pennant,Pennant,Stoke City,Midfielder,3,2015,3,7,10,19,0,0,0,3,0,0,14,0,48,4.8,108,20_5_2013/366
367,32483,Matthew,Etherington,Etherington,Stoke City,Midfielder,3,2519,5,7,7,37,0,0,0,5,0,0,16,0,57,5.7,124,20_5_2013/367
368,229959,Glenn,Whelan,Whelan,Stoke City,Midfielder,3,1357,0,1,3,25,0,0,0,2,0,0,4,0,43,4.3,50,20_5_2013/368
369,31934,Salif,Diao,Diao,Stoke City,Midfielder,3,236,0,0,0,5,0,0,0,3,0,0,0,0,43,4.3,7,20_5_2013/369
370,12537,Rory,Delap,Delap,Stoke City,Midfielder,3,2956,2,1,9,40,0,0,0,5,0,0,1,0,45,4.5,88,20_5_2013/370
371,295796,Wilson,Palacios,Palacios,Stoke City,Midfielder,3,1226,0,0,3,15,0,0,0,5,0,0,2,0,48,4.8,32,20_5_2013/371
373,382582,Ryan,Shotton,Shotton,Stoke City,Midfielder,3,52,0,0,0,0,0,0,0,0,0,0,0,0,40,4.0,2,20_5_2013/373
374,219605,Jonathan,Walters,Walters,Stoke City,Midfielder,3,2341,6,3,5,34,0,0,0,4,0,0,8,0,54,5.4,109,20_5_2013/374
375,294336,Kenwyne,Jones,Jones,Stoke City,Forward,4,2782,9,2,12,32,0,0,0,0,0,0,13,0,64,6.4,121,20_5_2013/375
376,229388,Mamady,Sidibe,Sidibe,Stoke City,Forward,4,40,0,0,0,2,0,0,0,0,0,0,0,0,50,5.0,2,20_5_2013/376
377,196137,Peter,Crouch,Crouch,Stoke City,Forward,4,1945,4,7,4,28,1,0,0,0,0,0,5,0,65,6.5,92,20_5_2013/377
378,299179,Cameron,Jerome,Jerome,Stoke City,Forward,4,2647,3,7,5,47,0,0,0,2,0,0,4,0,55,5.5,98,20_5_2013/378
380,322905,Simon,Mignolet,Mignolet,Sunderland,Goalkeeper,1,2070,0,0,8,35,0,0,0,1,0,74,2,0,40,4.0,83,20_5_2013/380
381,39491,Titus,Bramble,Bramble,Sunderland,Defender,2,2002,0,0,8,30,0,0,0,5,1,0,8,0,43,4.3,66,20_5_2013/381
382,266190,Marcos,Angeleri,Angeleri,Sunderland,Defender,2,9,0,0,0,0,0,0,0,0,0,0,0,0,44,4.4,2,20_5_2013/382
383,257051,Michael,Turner,Turner,Norwich,Defender,2,1305,0,0,5,25,0,0,0,4,0,0,4,0,49,4.9,39,20_5_2013/383
384,269091,Phil,Bardsley,Bardsley,Sunderland,Defender,2,2820,3,2,13,45,0,0,0,5,0,0,5,0,49,4.9,123,20_5_2013/384
385,184542,John,O'Shea,O'Shea,Sunderland,Defender,2,1541,0,3,8,14,0,0,0,1,0,0,0,0,47,4.7,71,20_5_2013/385
386,38281,Wes,Brown,Brown,Sunderland,Defender,2,429,0,0,0,7,0,0,0,2,0,0,0,0,48,4.8,6,20_5_2013/386
387,428054,Louis,Laing,Laing,Sunderland,Defender,2,4,0,0,0,0,0,0,0,0,0,0,0,0,40,4.0,1,20_5_2013/387
389,231222,Carlos,Cuellar,Cuellar,Sunderland,Defender,2,894,0,1,1,15,0,0,0,2,0,0,1,0,62,6.2,23,20_5_2013/389
390,293920,Lee,Cattermole,Cattermole,Sunderland,Midfielder,3,1921,0,0,9,35,0,0,0,8,2,0,5,0,54,5.4,44,20_5_2013/390
391,399088,David,Meyler,Meyler,Sunderland,Midfielder,3,259,0,0,1,1,0,0,0,2,0,0,0,0,45,4.5,5,20_5_2013/391
392,243955,Kieran,Richardson,Richardson,Fulham,Midfielder,3,2039,4,3,9,27,0,0,0,9,0,0,4,0,53,5.3,80,20_5_2013/392
393,390093,Jack,Colback,Colback,Sunderland,Midfielder,3,589,0,0,1,14,0,0,0,1,0,0,2,0,45,4.5,19,20_5_2013/393
394,428214,Ahmed,Elmohamady,Elmohamady,Sunderland,Midfielder,3,2457,0,3,11,38,0,0,0,1,0,0,9,0,46,4.6,109,20_5_2013/394
395,297197,Sebastian,Larsson,Larsson,Sunderland,Midfielder,3,2833,4,6,8,45,0,0,0,5,0,0,9,0,50,5.0,116,20_5_2013/395
396,291914,Craig,Gardner,Gardner,Sunderland,Midfielder,3,2216,8,0,6,34,0,0,0,5,2,0,5,0,49,4.9,92,20_5_2013/396
397,204399,David,Vaughan,Vaughan,Sunderland,Midfielder,3,3150,2,3,6,69,0,0,0,6,0,0,21,0,43,4.3,110,20_5_2013/397
399,297106,Stephane,Sessegnon,Sessegnon,Sunderland,Midfielder,3,1183,3,2,2,29,0,0,0,2,0,0,3,0,58,5.8,51,20_5_2013/399
400,455379,Craig,Lynch,Lynch,Sunderland,Forward,4,30,0,0,0,1,0,0,0,0,0,0,0,0,45,4.5,2,20_5_2013/400
401,442135,Ryan,Noble,Noble,Sunderland,Forward,4,66,0,0,0,1,0,0,0,0,0,0,0,0,45,4.5,3,20_5_2013/401
402,290309,Fraizer,Campbell,Campbell,Sunderland,Forward,4,225,0,1,0,3,0,0,0,0,0,0,0,0,56,5.6,8,20_5_2013/402
415,236287,Wayne,Routledge,Routledge,Swansea,Midfielder,3,996,0,1,2,18,0,0,0,0,0,0,2,0,41,4.1,34,20_5_2013/415
431,283600,Heurelho,Gomes,Gomes,Tottenham,Goalkeeper,1,2700,0,0,7,39,0,2,0,4,0,109,0,0,52,5.2,108,20_5_2013/431
432,180891,Carlo,Cudicini,Cudicini,Tottenham,Goalkeeper,1,720,0,0,1,7,0,0,0,0,0,22,0,0,42,4.2,24,20_5_2013/432
433,35934,Brad,Friedel,Friedel,Tottenham,Goalkeeper,1,3420,0,0,7,59,0,0,0,2,0,116,4,0,54,5.4,111,20_5_2013/433
434,45233,Ledley,King,King,Tottenham,Defender,2,493,0,0,2,4,0,0,0,0,0,0,3,0,52,5.2,22,20_5_2013/434
435,243780,Michael,Dawson,Dawson,Tottenham,Defender,2,2160,1,0,7,27,0,0,0,6,0,0,8,0,53,5.3,77,20_5_2013/435
436,286965,Benoit,Assou-Ekotto,Assou-Ekotto,Tottenham,Defender,2,2569,0,0,7,36,0,0,0,2,0,0,7,0,52,5.2,81,20_5_2013/436
437,292509,Younes,Kaboul,Kaboul,Tottenham,Defender,2,1632,1,1,2,25,0,0,0,1,1,0,3,0,47,4.7,46,20_5_2013/437
438,46896,William,Gallas,Gallas,Tottenham,Defender,2,2339,0,0,4,37,0,0,0,5,0,0,3,0,53,5.3,56,20_5_2013/438
439,377016,Kyle,Walker,Walker,Tottenham,Defender,2,1341,1,3,2,20,0,0,0,3,0,1,5,0,40,4.0,51,20_5_2013/439
444,405041,Raniere,Sandro,Sandro,Tottenham,Midfielder,3,1079,1,0,3,14,0,0,0,4,0,0,3,0,43,4.3,37,20_5_2013/444
445,198585,Rafael,Van der Vaart,Van der Vaart,Tottenham,Midfielder,3,2222,13,9,7,24,0,0,1,4,0,0,19,0,89,8.9,165,20_5_2013/445
446,281995,Luka,Modric,Modric,Tottenham,Midfielder,3,2794,3,3,7,39,0,0,0,3,0,0,34,0,74,7.4,125,20_5_2013/446
447,247150,Aaron,Lennon,Lennon,Tottenham,Midfielder,3,2361,3,3,8,26,0,0,0,1,0,0,10,0,73,7.3,99,20_5_2013/447
448,332408,Gareth,Bale,Bale,Tottenham,Midfielder,3,2447,7,3,6,34,0,0,0,1,0,0,13,0,70,7.0,118,20_5_2013/448
449,377456,Danny,Rose,Rose,Sunderland,Midfielder,3,351,0,2,1,3,0,0,0,0,0,0,2,0,44,4.4,17,20_5_2013/449
450,247144,Tom,Huddlestone,Huddlestone,Tottenham,Midfielder,3,1162,2,2,1,17,0,0,0,3,0,0,5,0,56,5.6,46,20_5_2013/450
452,36824,Scott,Parker,Parker,Tottenham,Midfielder,3,2738,5,3,6,52,0,0,0,8,0,0,25,0,55,5.5,119,20_5_2013/452
455,216837,Jermaine,Jenas,Jenas,QPR,Midfielder,3,1322,0,1,2,19,0,0,0,2,0,0,3,0,51,5.1,39,20_5_2013/455
456,242107,Steven,Pienaar,Pienaar,Everton,Midfielder,3,2060,1,2,4,32,0,0,0,3,0,0,6,0,65,6.5,66,20_5_2013/456
458,193388,Jermain,Defoe,Defoe,Tottenham,Forward,4,1479,4,2,4,17,0,0,1,0,1,0,3,0,83,8.3,56,20_5_2013/458
459,329936,Dos Santos,Giovani,Giovani,Tottenham,Forward,4,45,0,0,0,1,0,0,0,0,0,0,0,0,49,4.9,3,20_5_2013/459
462,225420,Boaz,Myhill,Myhill,West Brom,Goalkeeper,1,540,0,0,0,13,0,0,0,0,0,19,0,0,38,3.8,12,20_5_2013/462
463,248757,Ben,Foster,Foster,West Brom,Goalkeeper,1,3369,0,1,9,55,0,1,0,3,0,178,9,0,53,5.3,153,20_5_2013/463
465,252845,Gabriel,Tamas,Tamas,West Brom,Defender,2,2040,0,0,2,38,1,0,0,4,1,0,3,0,38,3.8,37,20_5_2013/465
466,412080,James,Hurst,Hurst,West Brom,Defender,2,90,0,0,0,3,0,0,0,0,0,0,0,0,40,4.0,1,20_5_2013/466
467,272783,Gonzalo,Jara Reyes,Jara,West Brom,Defender,2,2104,1,0,1,47,0,0,0,6,1,0,3,0,39,3.9,39,20_5_2013/467
468,293499,Jonas,Olsson,Olsson,West Brom,Defender,2,2123,1,3,2,39,1,0,0,1,0,0,7,0,42,4.2,62,20_5_2013/468
472,222093,Liam,Ridgewell,Ridgewell,West Brom,Defender,2,3173,4,0,9,55,0,0,0,6,1,0,1,0,54,5.4,104,20_5_2013/472
473,426732,George,Thorne,Thorne,West Brom,Midfielder,3,31,0,0,0,0,0,0,0,0,0,0,0,0,41,4.1,1,20_5_2013/473
474,319518,Graham,Dorrans,Dorrans,West Brom,Midfielder,3,1414,1,2,1,31,0,0,0,2,0,0,0,0,47,4.7,46,20_5_2013/474
475,38230,Steven,Reid,Reid,West Brom,Midfielder,3,1288,1,6,1,25,0,0,0,3,0,0,4,0,41,4.1,61,20_5_2013/475
476,224503,Jerome,Thomas,Thomas,West Brom,Midfielder,3,2569,3,8,2,57,0,0,0,4,0,0,5,0,45,4.5,105,20_5_2013/476
477,264643,James,Morrison,Morrison,West Brom,Midfielder,3,2268,4,3,2,49,0,0,0,2,1,0,6,0,44,4.4,89,20_5_2013/477
478,364788,Youssouf,Mulumbu,Mulumbu,West Brom,Midfielder,3,2850,6,2,2,58,0,0,0,5,2,0,17,0,44,4.4,110,20_5_2013/478
479,269090,Chris,Brunt,Brunt,West Brom,Midfielder,3,3012,4,11,2,61,0,0,1,9,0,0,18,0,54,5.4,130,20_5_2013/479
480,208114,Zoltan,Gera,Gera,West Brom,Midfielder,3,1118,1,2,5,11,0,0,0,2,1,0,0,0,45,4.5,48,20_5_2013/480
485,261439,Peter,Odemwingie,Odemwingie,West Brom,Forward,4,2680,15,9,2,51,0,0,1,3,0,0,28,0,58,5.8,171,20_5_2013/485
486,248233,Marc-Antoine,Fortune,Fortune,West Brom,Forward,4,1119,2,1,0,24,0,0,0,0,0,0,0,0,50,5.0,45,20_5_2013/486
487,275646,Simon,Cox,Cox,West Brom,Forward,4,772,1,0,1,18,0,0,0,0,0,0,0,0,50,5.0,30,20_5_2013/487
489,35134,Jussi,Jaaskelainen,Jaaskelainen,West Ham,Goalkeeper,1,3096,0,0,5,50,0,2,0,1,1,117,3,0,46,4.6,109,20_5_2013/489
492,327115,Winston,Reid,Reid,West Ham,Defender,2,407,0,0,0,12,1,0,0,0,0,0,0,0,40,4.0,5,20_5_2013/492
495,317640,James,Tomkins,Tomkins,West Ham,Defender,2,1579,1,1,2,33,0,0,0,3,0,0,1,0,41,4.1,41,20_5_2013/495
497,344517,Jack,Collison,Collison,West Ham,Midfielder,3,199,0,0,0,5,0,0,0,0,0,0,0,0,55,5.5,5,20_5_2013/497
498,21307,Matthew,Taylor,Taylor,West Ham,Midfielder,3,1922,2,3,2,35,0,0,0,4,0,0,0,0,51,5.1,73,20_5_2013/498
499,287656,Mark,Noble,Noble,West Ham,Midfielder,3,2140,4,3,4,44,0,0,0,7,0,0,3,0,53,5.3,78,20_5_2013/499
501,194033,Gary,O'Neil,O'Neil,West Ham,Midfielder,3,589,0,1,1,10,0,0,0,0,0,0,0,0,45,4.5,19,20_5_2013/501
502,196168,Kevin,Nolan,Nolan,West Ham,Midfielder,3,2651,12,2,8,42,0,0,0,10,0,0,16,0,63,6.3,140,20_5_2013/502
503,327600,Mohamed,Diame,Diame,West Ham,Midfielder,3,2633,1,3,6,49,0,0,0,6,0,0,0,0,41,4.1,79,20_5_2013/503
507,244611,Carlton,Cole,Cole,West Ham,Forward,4,2120,5,4,3,47,0,0,1,4,0,0,7,0,57,5.7,89,20_5_2013/507
508,261854,Ali,Al Habsi,Al-Habsi,Wigan,Goalkeeper,1,3060,0,1,7,49,0,1,0,0,0,121,7,0,41,4.1,125,20_5_2013/508
509,35789,Michael,Pollitt,Pollitt,Wigan,Goalkeeper,1,29,0,0,0,0,0,0,0,0,0,2,0,0,40,4.0,1,20_5_2013/509
511,262365,Antolin,Alcaraz,Alcaraz,Wigan,Defender,2,3028,1,1,7,51,0,0,0,6,1,0,10,0,43,4.3,87,20_5_2013/511
512,270726,Ronnie,Stam,Stam,Wigan,Defender,2,1579,1,0,3,27,0,0,0,2,0,0,0,0,40,4.0,47,20_5_2013/512
513,295793,Maynor,Figueroa,Figueroa,Wigan,Defender,2,2808,1,3,5,49,0,0,0,11,0,0,0,0,41,4.1,71,20_5_2013/513
514,39713,Emmerson,Boyce,Boyce,Wigan,Defender,2,1669,0,2,5,27,0,0,0,3,0,0,0,0,43,4.3,55,20_5_2013/514
515,181472,Gary,Caldwell,Caldwell,Wigan,Defender,2,1975,0,1,2,33,0,0,0,7,1,0,4,0,45,4.5,40,20_5_2013/515
516,369397,Adrian,Lopez,Lopez,Wigan,Defender,2,68,0,0,0,1,0,0,0,0,0,0,0,0,40,4.0,2,20_5_2013/516
517,312025,James,McArthur,McArthur,Wigan,Midfielder,3,557,0,0,0,11,0,0,0,0,0,0,0,0,41,4.1,21,20_5_2013/517
518,355811,James,McCarthy,McCarthy,Wigan,Midfielder,3,1976,3,1,5,34,0,0,0,2,0,0,8,0,46,4.6,75,20_5_2013/518
519,341763,Jordi,Gomez,Gomez,Wigan,Midfielder,3,720,1,0,1,11,0,0,0,0,0,0,3,0,45,4.5,28,20_5_2013/519
520,268156,Ben,Watson,Watson,Wigan,Midfielder,3,2124,3,2,3,40,0,0,0,3,0,0,12,0,42,4.2,85,20_5_2013/520
521,377453,Victor,Moses,Moses,Chelsea,Midfielder,3,815,1,3,1,16,0,0,0,1,0,0,0,0,45,4.5,42,20_5_2013/521
522,269108,David,Jones,Jones,Wigan,Midfielder,3,951,1,0,1,19,0,0,0,1,0,0,2,0,46,4.6,30,20_5_2013/522
525,285034,Jean,Beausejour,Beausejour,Wigan,Midfielder,3,895,2,0,1,13,0,0,0,0,0,0,0,0,50,5.0,36,20_5_2013/525
526,397610,Franco,Di Santo,Di Santo,Wigan,Forward,4,929,1,3,2,18,0,0,0,2,0,0,3,0,43,4.3,47,20_5_2013/526
527,348967,Conor,Sammon,Sammon,Wigan,Forward,4,214,1,0,1,2,0,0,0,0,0,0,0,0,50,5.0,12,20_5_2013/527
528,402026,Callum,McManaman,McManaman,Wigan,Forward,4,14,0,0,0,0,0,0,0,0,0,0,0,0,45,4.5,3,20_5_2013/528
540,275107,Mauro,Boselli,Boselli,Wigan,Forward,4,496,0,0,1,14,0,0,1,0,0,0,0,0,48,4.8,11,20_5_2013/540
542,396945,David,Hoilett,Hoilett,QPR,Midfielder,3,1494,5,1,4,26,0,0,0,2,0,0,10,0,40,4.0,71,20_5_2013/542
548,258660,Michael,Kightly,Kightly,Stoke City,Midfielder,3,162,0,0,0,4,0,0,0,1,0,0,0,0,50,5.0,4,20_5_2013/548
554,47850,Louis,Saha,Saha,Sunderland,Forward,4,1366,7,1,1,22,0,0,0,0,0,0,5,0,71,7.1,70,20_5_2013/554
558,232655,Jose,Bosingwa,Bosingwa,QPR,Defender,2,1263,0,0,6,11,1,0,0,1,0,0,0,0,49,4.9,52,20_5_2013/558
570,322560,Sebastien,Bassong,Bassong,Norwich,Defender,2,828,1,0,2,8,0,0,0,0,0,0,2,0,44,4.4,35,20_5_2013/570
572,283249,Matthew,Jarvis,Jarvis,West Ham,Midfielder,3,3050,4,8,6,57,0,0,0,2,0,0,15,0,52,5.2,133,20_5_2013/572
573,292454,Steven,Fletcher,Fletcher,Sunderland,Forward,4,1395,10,3,2,31,0,0,0,1,0,0,7,0,49,4.9,97,20_5_2013/573
597,394058,Steven,Nzonzi,Nzonzi,Stoke City,Midfielder,3,1274,1,1,6,13,0,0,0,4,1,0,2,0,46,4.6,43,20_5_2013/597
601,32371,Michael,Owen,Owen,Stoke City,Forward,4,238,2,0,0,1,0,0,0,1,0,0,0,0,73,7.3,18,20_5_2013/601
609,231150,Mark,Bunn,Bunn,Norwich,Goalkeeper,1,225,0,0,0,4,0,0,0,1,0,9,0,0,40,4.0,5,20_5_2013/609
617,348712,Jordan,Spence,Spence,West Ham,Defender,2,180,0,0,0,6,0,0,0,0,0,0,0,0,39,3.9,2,20_5_2013/617
619,214457,Thomas,Hitzlsperger,Hitzlsperger,Everton,Midfielder,3,990,2,4,2,22,0,0,0,1,0,0,3,0,48,4.8,48,20_5_2013/619
623,154996,James,McFadden,McFadden,Sunderland,Forward,4,276,0,1,2,2,0,0,0,0,0,0,0,0,45,4.5,10,20_5_2013/623
628,411414,Nile,Ranger,Ranger,Newcastle,Midfielder,3,588,0,1,0,10,0,0,0,2,0,0,0,0,41,4.1,27,20_5_2013/628
647,242601,Tal,Ben Haim,Ben Haim,QPR,Defender,2,712,0,1,1,15,0,0,0,3,0,1,0,0,42,4.2,16,20_5_2013/647
677,275441,Christopher,Samba,Samba,QPR,Defender,2,2879,4,0,7,46,0,0,0,3,1,0,17,0,51,5.1,111,20_5_2013/677
681,201521,Paul,Scharner,Scharner,Wigan,Defender,2,2740,4,1,3,53,0,0,0,6,1,0,5,0,44,4.4,86,20_5_2013/681
