archive_id,first_name,second_name,web_name,current_team,current_type,element_type_id,history_status,season,minutes,goals,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,ea_ppi,end_cost_tenths,end_price_m,total_points,source_path
150,Martin,Kelly,Kelly,Liverpool,Defender,2,POSITIVE_MINUTES,2010/11,860,0,1,5,7,0,0,0,1,0,0,2,0,37,3.7,42,20_5_2013/150
151,Glen,Johnson,Johnson,Liverpool,Defender,2,POSITIVE_MINUTES,2010/11,2437,2,2,10,34,0,0,0,4,0,0,3,0,71,7.1,100,20_5_2013/151
152,Jamie,Carragher,Carragher,Liverpool,Defender,2,POSITIVE_MINUTES,2010/11,2486,0,0,11,30,1,0,0,4,0,0,6,0,60,6.0,90,20_5_2013/152
153,Martin,Skrtel,Skrtel,Liverpool,Defender,2,POSITIVE_MINUTES,2010/11,3420,2,1,14,44,1,0,0,8,0,0,4,0,59,5.9,126,20_5_2013/153
154,Daniel,Agger,Agger,Liverpool,Defender,2,POSITIVE_MINUTES,2010/11,1092,0,0,6,10,0,0,0,0,0,0,5,0,63,6.3,54,20_5_2013/154
155,Sanchez,Jose Enrique,Jose Enrique,Liverpool,Defender,2,POSITIVE_MINUTES,2010/11,3124,0,3,9,50,0,0,0,5,0,0,11,0,47,4.7,105,20_5_2013/155
156,Sebastian,Coates,Coates,Liverpool,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/156
157,Stewart,Downing,Downing,Liverpool,Midfielder,3,POSITIVE_MINUTES,2010/11,3385,7,9,7,59,0,0,0,0,0,0,18,0,71,7.1,163,20_5_2013/157
158,Jonjo,Shelvey,Shelvey,Liverpool,Midfielder,3,POSITIVE_MINUTES,2010/11,340,0,1,0,5,0,0,0,1,0,0,0,0,50,5.0,18,20_5_2013/158
159,Jay,Spearing,Spearing,Liverpool,Midfielder,3,POSITIVE_MINUTES,2010/11,795,0,2,4,9,0,0,0,0,0,0,0,0,45,4.5,30,20_5_2013/159
160,Joe,Cole,Cole,West Ham,Midfielder,3,POSITIVE_MINUTES,2010/11,802,2,1,1,20,0,0,0,1,1,0,0,0,83,8.3,38,20_5_2013/160
161,Steven,Gerrard,Gerrard,Liverpool,Midfielder,3,POSITIVE_MINUTES,2010/11,1870,4,5,7,26,0,0,1,2,0,0,8,0,113,11.3,88,20_5_2013/161
162,Leiva,Lucas,Lucas,Liverpool,Midfielder,3,POSITIVE_MINUTES,2010/11,2858,0,2,12,37,0,0,0,6,1,0,7,0,45,4.5,81,20_5_2013/162
163,Charlie,Adam,Adam,Stoke City,Midfielder,3,POSITIVE_MINUTES,2010/11,3049,12,9,5,68,1,0,1,10,0,0,45,0,60,6.0,192,20_5_2013/163
164,Jordan,Henderson,Henderson,Liverpool,Midfielder,3,POSITIVE_MINUTES,2010/11,3211,3,5,13,46,0,0,0,2,0,0,20,0,54,5.4,133,20_5_2013/164
165,Alberto,Aquilani,Aquilani,Liverpool,Midfielder,3,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7.3,0,20_5_2013/165
166,Raheem,Sterling,Sterling,Liverpool,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/166
167,Luis,Suarez,Suarez,Liverpool,Forward,4,POSITIVE_MINUTES,2010/11,1100,4,5,5,12,0,0,0,2,0,0,14,0,95,9.5,68,20_5_2013/167
168,Andy,Carroll,Carroll,West Ham,Forward,4,POSITIVE_MINUTES,2010/11,2071,13,6,7,34,0,0,0,5,0,0,21,0,62,6.2,135,20_5_2013/168
169,Craig,Bellamy,Bellamy,Liverpool,Forward,4,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,79,7.9,0,20_5_2013/169
170,Nathan,Eccleston,Eccleston,Liverpool,Forward,4,POSITIVE_MINUTES,2010/11,11,0,0,0,0,0,0,0,0,0,0,0,0,45,4.5,1,20_5_2013/170
171,Joe,Hart,Hart,Man City,Goalkeeper,1,POSITIVE_MINUTES,2010/11,3420,0,1,18,33,0,1,0,1,0,115,4,0,69,6.9,175,20_5_2013/171
172,Costel,Pantilimon,Pantilimon,Man City,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/172
173,Aleksandar,Kolarov,Kolarov,Man City,Defender,2,POSITIVE_MINUTES,2010/11,1719,1,1,5,21,0,0,0,5,1,0,4,0,57,5.7,60,20_5_2013/173
174,Micah,Richards,Richards,Man City,Defender,2,POSITIVE_MINUTES,2010/11,1399,1,1,8,15,0,0,0,4,0,0,2,0,54,5.4,67,20_5_2013/174
175,Pablo,Zabaleta,Zabaleta,Man City,Defender,2,POSITIVE_MINUTES,2010/11,1947,2,2,12,13,0,0,0,8,1,0,5,0,61,6.1,102,20_5_2013/175
176,Joleon,Lescott,Lescott,Man City,Defender,2,POSITIVE_MINUTES,2010/11,1883,3,1,10,18,0,0,0,1,0,0,7,0,64,6.4,103,20_5_2013/176
177,Vincent,Kompany,Kompany,Man City,Defender,2,POSITIVE_MINUTES,2010/11,3330,0,1,18,32,0,0,0,6,0,0,6,0,52,5.2,95,20_5_2013/177
178,Gael,Clichy,Clichy,Man City,Defender,2,POSITIVE_MINUTES,2010/11,2970,0,1,13,33,0,0,0,3,0,0,0,0,61,6.1,109,20_5_2013/178
179,Stefan,Savic,Savic,Man City,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/179
180,Kolo,Toure,Toure,Man City,Defender,2,POSITIVE_MINUTES,2010/11,1847,1,0,9,14,0,0,0,2,1,0,0,0,62,6.2,76,20_5_2013/180
181,Karim,Rekik,Rekik,Man City,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/181
182,Samir,Nasri,Nasri,Man City,Midfielder,3,POSITIVE_MINUTES,2010/11,2383,10,1,9,28,0,0,0,4,0,0,20,0,82,8.2,134,20_5_2013/182
183,David,Silva,Silva,Man City,Midfielder,3,POSITIVE_MINUTES,2010/11,2551,4,9,16,24,0,0,0,2,0,0,20,0,86,8.6,144,20_5_2013/183
184,Yaya,Toure,Yaya Toure,Man City,Midfielder,3,POSITIVE_MINUTES,2010/11,2966,6,6,18,25,0,0,0,3,0,0,15,0,63,6.3,146,20_5_2013/184
185,Nigel,De Jong,De Jong,Man City,Midfielder,3,POSITIVE_MINUTES,2010/11,2610,1,0,16,21,0,0,0,9,0,0,8,0,42,4.2,80,20_5_2013/185
186,Gareth,Barry,Barry,Man City,Midfielder,3,POSITIVE_MINUTES,2010/11,2702,2,3,13,29,0,0,0,8,0,0,3,0,65,6.5,90,20_5_2013/186
187,James,Milner,Milner,Man City,Midfielder,3,POSITIVE_MINUTES,2010/11,2134,1,7,11,24,0,0,0,4,0,0,10,0,81,8.1,97,20_5_2013/187
188,Adam,Johnson,Johnson,Sunderland,Midfielder,3,POSITIVE_MINUTES,2010/11,1542,4,7,10,12,0,0,0,2,0,0,9,0,57,5.7,104,20_5_2013/188
189,Abdul,Razak,Razak,Man City,Midfielder,3,POSITIVE_MINUTES,2010/11,1,0,0,0,0,0,0,0,0,0,0,0,0,45,4.5,1,20_5_2013/189
190,Carlos,Tevez,Tevez,Man City,Forward,4,POSITIVE_MINUTES,2010/11,2513,21,6,16,19,0,0,1,6,0,0,32,0,115,11.5,185,20_5_2013/190
191,Mario,Balotelli,Balotelli,Man City,Forward,4,POSITIVE_MINUTES,2010/11,1090,6,1,7,11,0,0,0,5,1,0,6,0,76,7.6,55,20_5_2013/191
192,Edin,Dzeko,Dzeko,Man City,Forward,4,POSITIVE_MINUTES,2010/11,854,2,2,1,15,0,0,0,1,0,0,0,0,84,8.4,35,20_5_2013/192
193,Sergio,Aguero,Aguero,Man City,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/193
194,Emmanuel,Adebayor,Adebayor,Tottenham,Forward,4,POSITIVE_MINUTES,2010/11,244,1,0,1,5,0,0,0,0,0,0,0,0,89,8.9,14,20_5_2013/194
195,David,De Gea,de Gea,Man Utd,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/195
196,Anders,Lindegaard,Lindegaard,Man Utd,Goalkeeper,1,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4.5,0,20_5_2013/196
197,Ben,Amos,Amos,Man Utd,Goalkeeper,1,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4.5,0,20_5_2013/197
198,Chris,Smalling,Smalling,Man Utd,Defender,2,POSITIVE_MINUTES,2010/11,1086,0,1,5,12,0,0,0,0,0,0,5,0,44,4.4,51,20_5_2013/198
199,Phil,Jones,Jones,Man Utd,Defender,2,POSITIVE_MINUTES,2010/11,2175,0,0,6,33,0,0,0,4,0,0,11,0,42,4.2,70,20_5_2013/199
200,Rafael,Da Silva,Rafael,Man Utd,Defender,2,POSITIVE_MINUTES,2010/11,1197,0,1,6,13,0,0,0,2,1,0,4,0,54,5.4,51,20_5_2013/200
201,Nemanja,Vidic,Vidic,Man Utd,Defender,2,POSITIVE_MINUTES,2010/11,3116,5,1,14,33,0,0,0,6,1,0,9,0,81,8.1,148,20_5_2013/201
202,Rio,Ferdinand,Ferdinand,Man Utd,Defender,2,POSITIVE_MINUTES,2010/11,1710,0,0,8,13,0,0,0,0,0,0,1,0,63,6.3,69,20_5_2013/202
203,Patrice,Evra,Evra,Man Utd,Defender,2,POSITIVE_MINUTES,2010/11,2957,1,2,12,33,1,0,0,1,0,0,0,0,73,7.3,113,20_5_2013/203
204,Jonny,Evans,Evans J,Man Utd,Defender,2,POSITIVE_MINUTES,2010/11,1004,0,0,4,16,0,0,0,2,1,0,0,0,46,4.6,29,20_5_2013/204
205,Ezekiel,Fryers,Fryers,Tottenham,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/205
206,Antonio,Valencia,Valencia,Man Utd,Midfielder,3,POSITIVE_MINUTES,2010/11,742,1,2,4,6,0,0,0,1,0,0,10,0,79,7.9,42,20_5_2013/206
207,Luis,Nani,Nani,Man Utd,Midfielder,3,POSITIVE_MINUTES,2010/11,2660,9,18,14,29,0,0,1,1,0,0,25,0,94,9.4,198,20_5_2013/207
208,Oliveira,Anderson,Anderson,Man Utd,Midfielder,3,POSITIVE_MINUTES,2010/11,1182,1,3,8,8,0,0,0,2,0,0,6,0,55,5.5,57,20_5_2013/208
209,Ryan,Giggs,Giggs,Man Utd,Midfielder,3,POSITIVE_MINUTES,2010/11,1676,2,8,5,21,0,0,0,5,0,0,4,0,68,6.8,79,20_5_2013/209
210,Michael,Carrick,Carrick,Man Utd,Midfielder,3,POSITIVE_MINUTES,2010/11,1972,0,0,9,21,0,0,0,1,0,0,4,0,62,6.2,61,20_5_2013/210
211,Darren,Fletcher,Fletcher,Man Utd,Midfielder,3,POSITIVE_MINUTES,2010/11,2109,2,6,9,25,0,0,0,3,0,0,4,0,68,6.8,87,20_5_2013/211
212,Tom,Cleverley,Cleverley,Man Utd,Midfielder,3,POSITIVE_MINUTES,2010/11,1637,4,2,2,26,0,0,0,1,0,0,4,0,42,4.2,72,20_5_2013/212
213,Ashley,Young,Young,Man Utd,Midfielder,3,POSITIVE_MINUTES,2010/11,3050,7,11,7,49,0,0,1,8,0,0,27,0,84,8.4,160,20_5_2013/213
214,Larnell,Cole,Cole,Man Utd,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/214
215,Jesse,Lingard,Lingard,Man Utd,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/215
216,Paul,Scholes,Scholes,Man Utd,Midfielder,3,POSITIVE_MINUTES,2010/11,1537,1,4,6,19,0,0,0,9,0,0,12,0,61,6.1,64,20_5_2013/216
217,Nick,Powell,Powell,Man Utd,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/217
218,Shinji,Kagawa,Kagawa,Man Utd,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/218
219,Dimitar,Berbatov,Berbatov,Fulham,Forward,4,POSITIVE_MINUTES,2010/11,2208,21,4,8,28,0,0,0,1,0,0,26,0,92,9.2,176,20_5_2013/219
220,Javier,Hernandez,Hernandez,Man Utd,Forward,4,POSITIVE_MINUTES,2010/11,1491,13,2,4,12,0,0,0,5,0,0,16,0,71,7.1,110,20_5_2013/220
221,Wayne,Rooney,Rooney,Man Utd,Forward,4,POSITIVE_MINUTES,2010/11,2225,11,11,10,22,0,0,1,5,0,0,19,0,118,11.8,142,20_5_2013/221
222,Danny,Welbeck,Welbeck,Man Utd,Forward,4,POSITIVE_MINUTES,2010/11,1756,6,1,9,27,0,0,0,2,0,0,11,0,44,4.4,79,20_5_2013/222
223,Will,Keane,Keane W,Man Utd,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/223
224,Federico,Macheda,Macheda,Man Utd,Forward,4,POSITIVE_MINUTES,2010/11,220,1,0,1,2,0,0,0,0,0,0,0,0,50,5.0,12,20_5_2013/224
225,Steve,Harper,Harper,Newcastle,Goalkeeper,1,POSITIVE_MINUTES,2010/11,1564,0,0,5,22,0,0,0,0,0,47,0,0,43,4.3,57,20_5_2013/225
226,Tim,Krul,Krul,Newcastle,Goalkeeper,1,POSITIVE_MINUTES,2010/11,1856,0,0,3,35,0,0,0,0,0,48,0,0,39,3.9,51,20_5_2013/226
227,Rob,Elliot,Elliot,Newcastle,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/227
228,James,Perch,Perch,Newcastle,Defender,2,POSITIVE_MINUTES,2010/11,877,0,0,2,15,1,0,0,6,0,0,0,0,38,3.8,16,20_5_2013/228
229,Mike,Williamson,Williamson,Newcastle,Defender,2,POSITIVE_MINUTES,2010/11,2565,0,2,7,41,0,0,0,5,0,0,3,0,41,4.1,75,20_5_2013/229
230,Danny,Simpson,Simpson,Newcastle,Defender,2,POSITIVE_MINUTES,2010/11,2685,0,0,7,45,0,0,0,4,0,0,0,0,39,3.9,70,20_5_2013/230
231,Steven,Taylor,Taylor S,Newcastle,Defender,2,POSITIVE_MINUTES,2010/11,1008,3,1,1,19,0,0,0,2,0,0,3,0,39,3.9,45,20_5_2013/231
232,Fabricio,Coloccini,Coloccini,Newcastle,Defender,2,POSITIVE_MINUTES,2010/11,3080,2,0,9,51,0,0,0,3,1,0,3,0,46,4.6,97,20_5_2013/232
233,Ryan,Taylor,Taylor R,Newcastle,Defender,2,POSITIVE_MINUTES,2010/11,276,0,1,0,6,0,0,0,0,1,0,0,0,39,3.9,5,20_5_2013/233
234,Davide,Santon,Santon,Newcastle,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/234
235,James,Tavernier,Tavernier,Newcastle,Defender,2,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4.0,0,20_5_2013/235
236,Gabriel,Obertan,Obertan,Newcastle,Midfielder,3,POSITIVE_MINUTES,2010/11,284,0,0,1,4,0,0,0,0,0,0,2,0,44,4.4,12,20_5_2013/236
237,Cheick,Tiote,Tiote,Newcastle,Midfielder,3,POSITIVE_MINUTES,2010/11,2308,1,1,8,34,0,0,0,14,0,0,12,0,44,4.4,66,20_5_2013/237
238,Hatem,Ben Arfa,Ben Arfa,Newcastle,Midfielder,3,POSITIVE_MINUTES,2010/11,168,1,0,2,1,0,0,0,0,0,0,1,0,43,4.3,14,20_5_2013/238
239,Shane,Ferguson,Ferguson,Newcastle,Midfielder,3,POSITIVE_MINUTES,2010/11,309,0,0,0,7,0,0,0,0,0,0,0,0,40,4.0,10,20_5_2013/239
240,Dan,Gosling,Gosling,Newcastle,Midfielder,3,POSITIVE_MINUTES,2010/11,1,0,0,0,1,0,0,0,0,0,0,0,0,43,4.3,1,20_5_2013/240
241,Jonas,Gutierrez,Gutierrez,Newcastle,Midfielder,3,POSITIVE_MINUTES,2010/11,2973,3,5,9,45,0,0,0,5,0,0,11,0,48,4.8,116,20_5_2013/241
242,Yohan,Cabaye,Cabaye,Newcastle,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/242
243,Sylvain,Marveaux,Marveaux,Newcastle,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/243
244,Haris,Vuckic,Vuckic,Newcastle,Midfielder,3,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4.5,0,20_5_2013/244
245,Mehdi,Abeid,Abeid,Newcastle,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/245
246,Romain,Amalfitano,Amalfiltano,Newcastle,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/246
247,Gael,Bigirimana,Bigirimana,Newcastle,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/247
248,Shola,Ameobi,Ameobi,Newcastle,Forward,4,POSITIVE_MINUTES,2010/11,1753,6,6,5,30,0,0,0,2,0,0,7,0,41,4.1,93,20_5_2013/248
249,Demba,Ba,Ba,Chelsea,Forward,4,POSITIVE_MINUTES,2010/11,933,7,0,2,21,0,0,0,1,0,0,8,0,49,4.9,57,20_5_2013/249
250,Sammy,Ameobi,Sammy Ameobi,Newcastle,Forward,4,POSITIVE_MINUTES,2010/11,9,0,0,0,1,0,0,0,0,0,0,0,0,40,4.0,1,20_5_2013/250
251,Papiss,Cisse,Cisse,Newcastle,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/251
252,John,Ruddy,Ruddy,Norwich,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/252
253,Declan,Rudd,Rudd,Norwich,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/253
254,Jed,Steer,Steer,Norwich,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/254
255,Russell,Martin,Martin R,Norwich,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/255
256,Leon,Barnett,Barnett,Norwich,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/256
257,Elliott,Ward,Ward,Norwich,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/257
258,Marc,Tierney,Tierney,Norwich,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/258
259,Daniel,Ayala,Ayala,Norwich,Defender,2,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4.1,0,20_5_2013/259
260,Ryan,Bennett,Ryan Bennett,Norwich,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/260
261,Steven,Whittaker,Whittaker,Norwich,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/261
262,Andrew,Crofts,Crofts,Norwich,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/262
263,Andrew,Surman,Surman,Norwich,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/263
264,Wes,Hoolahan,Hoolahan,Norwich,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/264
265,David,Fox,Fox,Norwich,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/265
266,Korey,Smith,Smith,Norwich,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/266
267,Simon,Lappin,Lappin,Norwich,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/267
268,Bradley,Johnson,Johnson,Norwich,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/268
269,Anthony,Pilkington,Pilkington,Norwich,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/269
270,Elliott,Bennett,Bennett,Norwich,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/270
271,Jonathan,Howson,Howson,Norwich,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/271
272,Jacob,Butterfield,Butterfield,Norwich,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/272
273,Grant,Holt,Holt,Norwich,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/273
274,Simeon,Jackson,Jackson,Norwich,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/274
275,Chris,Martin,Martin C,Norwich,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/275
276,Steve,Morison,Morison,Norwich,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/276
277,James,Vaughan,Vaughan,Norwich,Forward,4,POSITIVE_MINUTES,2010/11,18,0,0,0,0,0,0,0,0,0,0,0,0,45,4.5,1,20_5_2013/277
278,Radek,Cerny,Cerny,QPR,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/278
279,Rob,Green,Green,QPR,Goalkeeper,1,POSITIVE_MINUTES,2010/11,3330,0,0,5,69,1,1,0,0,0,162,6,0,48,4.8,122,20_5_2013/279
280,Luke,Young,Young,QPR,Defender,2,POSITIVE_MINUTES,2010/11,2070,1,1,5,37,0,0,0,1,0,0,5,0,48,4.8,65,20_5_2013/280
281,Nedum,Onuoha,Onuoha,QPR,Defender,2,POSITIVE_MINUTES,2010/11,2662,1,2,9,44,0,0,0,1,0,0,4,0,51,5.1,97,20_5_2013/281
282,Clint,Hill,Hill,QPR,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/282
283,Matthew,Connolly,Connolly,QPR,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/283
284,Anton,Ferdinand,Ferdinand,QPR,Defender,2,POSITIVE_MINUTES,2010/11,2088,0,0,7,36,0,0,0,2,0,0,3,0,45,4.5,66,20_5_2013/284
285,Michael,Harriman,Harriman,QPR,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/285
286,Armand,Traore,Traore,QPR,Defender,2,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4.9,0,20_5_2013/286
287,Ryan,Nelsen,Nelsen,QPR,Defender,2,POSITIVE_MINUTES,2010/11,2413,3,3,5,46,0,0,0,3,1,0,8,0,49,4.9,86,20_5_2013/287
288,Fabio,Da Silva,Fabio,QPR,Defender,2,POSITIVE_MINUTES,2010/11,559,1,1,1,5,0,0,0,2,0,0,0,0,44,4.4,26,20_5_2013/288
289,Shaun,Wright-Phillips,Wright-Phillips,QPR,Midfielder,3,POSITIVE_MINUTES,2010/11,205,0,0,1,2,0,0,0,0,0,0,0,0,70,7.0,9,20_5_2013/289
290,Joey,Barton,Barton,QPR,Midfielder,3,POSITIVE_MINUTES,2010/11,2878,4,9,8,45,0,0,0,8,0,0,20,0,48,4.8,131,20_5_2013/290
291,Shaun,Derry,Derry,QPR,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/291
292,Adel,Taarabt,Taarabt,QPR,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/292
293,Akos,Buzsaky,Buzsaky,QPR,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/293
294,Alejandro,Faurlin,Faurlin,QPR,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/294
295,Bruno,Andrade,Andrade,QPR,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/295
296,Kieron,Dyer,Dyer,QPR,Midfielder,3,POSITIVE_MINUTES,2010/11,602,0,1,0,13,0,0,0,0,0,0,0,0,41,4.1,20,20_5_2013/296
297,Samba,Diakite,Diakite,QPR,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/297
298,Ji-Sung,Park,Park,QPR,Midfielder,3,POSITIVE_MINUTES,2010/11,1080,5,3,5,13,0,0,0,1,0,0,9,0,47,4.7,74,20_5_2013/298
299,Bobby,Zamora,Zamora,QPR,Forward,4,POSITIVE_MINUTES,2010/11,757,5,5,3,8,0,0,0,2,0,0,10,0,56,5.6,63,20_5_2013/299
300,Heidar,Helguson,Helguson,QPR,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/300
301,Jamie,Mackie,Mackie,QPR,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/301
302,Tommy,Smith,Smith,QPR,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/302
303,Jay,Bothroyd,Bothroyd,QPR,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/303
304,DJ,Campbell,Campbell,QPR,Forward,4,POSITIVE_MINUTES,2010/11,2625,13,4,5,55,0,0,0,1,1,0,8,0,45,4.5,128,20_5_2013/304
305,Djibril,Cisse,Cisse,QPR,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/305
306,Andrew,Johnson,Johnson,QPR,Forward,4,POSITIVE_MINUTES,2010/11,1560,3,3,6,21,0,0,0,4,0,0,2,0,55,5.5,61,20_5_2013/306
307,Adam,Federici,Federici,Reading,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/307
308,Alex,McCarthy,McCarthy,Reading,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/308
309,Mikkel,Andersen,Andersen,Reading,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/309
310,Alex,Pearce,Pearce,Reading,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/310
311,Joseph,Mills,Mills,Reading,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/311
312,Kaspars,Gorkss,Gorkss,Reading,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/312
313,Ian,Harte,Harte,Reading,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/313
314,Shaun,Cummings,Cummings,Reading,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/314
315,Jack,Mills,Mills,Reading,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/315
