archive_id,first_name,second_name,web_name,current_team,current_type,element_type_id,history_status,season,minutes,goals,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,ea_ppi,end_cost_tenths,end_price_m,total_points,source_path
316,Nicky,Shorey,Shorey,Reading,Defender,2,POSITIVE_MINUTES,2010/11,2314,0,1,1,46,1,0,0,1,0,0,0,0,42,4.2,43,20_5_2013/316
317,Jobi,McAnuff,McAnuff,Reading,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/317
318,Jimmy,Kebe,Kebe,Reading,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/318
319,Hal,Robson-Kanu,Robson-Kanu,Reading,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/319
320,Michail,Antonio,Antonio,Reading,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/320
321,Jordan,Obita,Obita,Reading,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/321
322,Jem,Karacan,Karacan,Reading,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/322
323,Brynjar,Gunnarsson,Gunnarsson,Reading,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/323
324,Jay,Tabb,Tabb,Reading,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/324
325,Mikele,Leigertwood,Leigertwood,Reading,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/325
326,Garath,McCleary,McCleary,Reading,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/326
327,Danny,Guthrie,Guthrie,Reading,Midfielder,3,POSITIVE_MINUTES,2010/11,949,0,1,3,14,0,0,0,3,0,0,0,0,47,4.7,28,20_5_2013/327
328,Noel,Hunt,Hunt,Reading,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/328
329,Simon,Church,Church,Reading,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/329
330,Jason,Roberts,Roberts,Reading,Forward,4,POSITIVE_MINUTES,2010/11,1489,5,4,4,28,0,0,0,2,0,0,6,0,53,5.3,73,20_5_2013/330
331,Adam,Le Fondre,Le Fondre,Reading,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/331
332,Pavel,Pogrebnyak,Pogrebnyak,Reading,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/332
333,Kelvin,Davis,Davis,Southampton,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/333
334,Danny,Butterfield,Butterfield,Southampton,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/334
335,Daniel,Fox,Fox,Southampton,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/335
336,Frazer,Richardson,Richardson,Southampton,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/336
337,Daniel,Seaborne,Seaborne,Southampton,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/337
338,Jos,Hooiveld,Hooiveld,Southampton,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/338
339,Ben,Reeves,Reeves,Southampton,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/339
340,Dan,Harding,Harding,Southampton,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/340
341,Jose,Fonte,Fonte,Southampton,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/341
342,Jack,Cork,Cork,Southampton,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/342
343,Guly,Do Prado,Guilherme,Southampton,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/343
344,Dean,Hammond,Hammond,Southampton,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/344
345,Richard,Chaplow,Chaplow,Southampton,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/345
346,Adam,Lallana,Lallana,Southampton,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/346
347,Morgan,Schneiderlin,Schneiderlin,Southampton,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/347
348,Jason,Puncheon,Puncheon,Southampton,Midfielder,3,POSITIVE_MINUTES,2010/11,647,3,0,0,19,0,0,0,0,0,0,0,0,50,5.0,32,20_5_2013/348
349,Steve,De Ridder,De Ridder,Southampton,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/349
350,Steven,Davis,Davis,Southampton,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/350
351,Billy,Sharp,Sharp,Southampton,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/351
352,Tadanari,Lee,Lee,Southampton,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/352
353,Rickie,Lambert,Lambert,Southampton,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/353
354,Jay,Rodriguez,Rodriguez,Southampton,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/354
355,Asmir,Begovic,Begovic,Stoke City,Goalkeeper,1,POSITIVE_MINUTES,2010/11,2520,0,0,8,32,0,1,0,3,0,97,5,0,44,4.4,108,20_5_2013/355
356,Thomas,Sorensen,Sorensen,Stoke City,Goalkeeper,1,POSITIVE_MINUTES,2010/11,900,0,0,1,16,0,1,0,0,0,25,0,0,42,4.2,27,20_5_2013/356
357,Danny,Collins,Collins,Stoke City,Defender,2,POSITIVE_MINUTES,2010/11,2030,0,0,5,30,1,0,0,6,0,0,0,0,43,4.3,48,20_5_2013/357
358,Danny,Higginbotham,Higginbotham,Stoke City,Defender,2,POSITIVE_MINUTES,2010/11,844,2,0,3,12,0,0,0,0,0,0,1,0,39,3.9,39,20_5_2013/358
359,Andy,Wilkinson,Wilkinson,Stoke City,Defender,2,POSITIVE_MINUTES,2010/11,1746,0,1,7,22,0,0,0,4,0,0,1,0,42,4.2,62,20_5_2013/359
360,Ryan,Shawcross,Shawcross,Stoke City,Defender,2,POSITIVE_MINUTES,2010/11,3196,1,0,9,44,0,0,0,7,2,0,6,0,47,4.7,92,20_5_2013/360
361,Robert,Huth,Huth,Stoke City,Defender,2,POSITIVE_MINUTES,2010/11,3110,6,3,8,43,0,0,0,7,0,0,14,0,59,5.9,138,20_5_2013/361
362,Matthew,Upson,Upson,Stoke City,Defender,2,POSITIVE_MINUTES,2010/11,2470,0,0,5,49,1,0,0,4,0,0,3,0,46,4.6,56,20_5_2013/362
363,Jamie,Ness,Ness,Stoke City,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/363
364,Marc,Wilson,Wilson,Stoke City,Defender,2,POSITIVE_MINUTES,2010/11,1855,1,1,4,28,0,0,0,7,0,0,2,0,45,4.5,56,20_5_2013/364
365,Dean,Whitehead,Whitehead,Stoke City,Midfielder,3,POSITIVE_MINUTES,2010/11,2902,2,2,8,40,0,0,0,6,0,0,6,0,43,4.3,93,20_5_2013/365
366,Jermaine,Pennant,Pennant,Stoke City,Midfielder,3,POSITIVE_MINUTES,2010/11,2015,3,7,10,19,0,0,0,3,0,0,14,0,48,4.8,108,20_5_2013/366
367,Matthew,Etherington,Etherington,Stoke City,Midfielder,3,POSITIVE_MINUTES,2010/11,2519,5,7,7,37,0,0,0,5,0,0,16,0,57,5.7,124,20_5_2013/367
368,Glenn,Whelan,Whelan,Stoke City,Midfielder,3,POSITIVE_MINUTES,2010/11,1357,0,1,3,25,0,0,0,2,0,0,4,0,43,4.3,50,20_5_2013/368
369,Salif,Diao,Diao,Stoke City,Midfielder,3,POSITIVE_MINUTES,2010/11,236,0,0,0,5,0,0,0,3,0,0,0,0,43,4.3,7,20_5_2013/369
370,Rory,Delap,Delap,Stoke City,Midfielder,3,POSITIVE_MINUTES,2010/11,2956,2,1,9,40,0,0,0,5,0,0,1,0,45,4.5,88,20_5_2013/370
371,Wilson,Palacios,Palacios,Stoke City,Midfielder,3,POSITIVE_MINUTES,2010/11,1226,0,0,3,15,0,0,0,5,0,0,2,0,48,4.8,32,20_5_2013/371
372,Diego,Arismendi,Arismendi,Stoke City,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/372
373,Ryan,Shotton,Shotton,Stoke City,Midfielder,3,POSITIVE_MINUTES,2010/11,52,0,0,0,0,0,0,0,0,0,0,0,0,40,4.0,2,20_5_2013/373
374,Jonathan,Walters,Walters,Stoke City,Midfielder,3,POSITIVE_MINUTES,2010/11,2341,6,3,5,34,0,0,0,4,0,0,8,0,54,5.4,109,20_5_2013/374
375,Kenwyne,Jones,Jones,Stoke City,Forward,4,POSITIVE_MINUTES,2010/11,2782,9,2,12,32,0,0,0,0,0,0,13,0,64,6.4,121,20_5_2013/375
376,Mamady,Sidibe,Sidibe,Stoke City,Forward,4,POSITIVE_MINUTES,2010/11,40,0,0,0,2,0,0,0,0,0,0,0,0,50,5.0,2,20_5_2013/376
377,Peter,Crouch,Crouch,Stoke City,Forward,4,POSITIVE_MINUTES,2010/11,1945,4,7,4,28,1,0,0,0,0,0,5,0,65,6.5,92,20_5_2013/377
378,Cameron,Jerome,Jerome,Stoke City,Forward,4,POSITIVE_MINUTES,2010/11,2647,3,7,5,47,0,0,0,2,0,0,4,0,55,5.5,98,20_5_2013/378
379,Keiren,Westwood,Westwood,Sunderland,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/379
380,Simon,Mignolet,Mignolet,Sunderland,Goalkeeper,1,POSITIVE_MINUTES,2010/11,2070,0,0,8,35,0,0,0,1,0,74,2,0,40,4.0,83,20_5_2013/380
381,Titus,Bramble,Bramble,Sunderland,Defender,2,POSITIVE_MINUTES,2010/11,2002,0,0,8,30,0,0,0,5,1,0,8,0,43,4.3,66,20_5_2013/381
382,Marcos,Angeleri,Angeleri,Sunderland,Defender,2,POSITIVE_MINUTES,2010/11,9,0,0,0,0,0,0,0,0,0,0,0,0,44,4.4,2,20_5_2013/382
383,Michael,Turner,Turner,Norwich,Defender,2,POSITIVE_MINUTES,2010/11,1305,0,0,5,25,0,0,0,4,0,0,4,0,49,4.9,39,20_5_2013/383
384,Phil,Bardsley,Bardsley,Sunderland,Defender,2,POSITIVE_MINUTES,2010/11,2820,3,2,13,45,0,0,0,5,0,0,5,0,49,4.9,123,20_5_2013/384
385,John,O'Shea,O'Shea,Sunderland,Defender,2,POSITIVE_MINUTES,2010/11,1541,0,3,8,14,0,0,0,1,0,0,0,0,47,4.7,71,20_5_2013/385
386,Wes,Brown,Brown,Sunderland,Defender,2,POSITIVE_MINUTES,2010/11,429,0,0,0,7,0,0,0,2,0,0,0,0,48,4.8,6,20_5_2013/386
387,Louis,Laing,Laing,Sunderland,Defender,2,POSITIVE_MINUTES,2010/11,4,0,0,0,0,0,0,0,0,0,0,0,0,40,4.0,1,20_5_2013/387
388,Matthew,Kilgallon,Kilgallon,Sunderland,Defender,2,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4.5,0,20_5_2013/388
389,Carlos,Cuellar,Cuellar,Sunderland,Defender,2,POSITIVE_MINUTES,2010/11,894,0,1,1,15,0,0,0,2,0,0,1,0,62,6.2,23,20_5_2013/389
390,Lee,Cattermole,Cattermole,Sunderland,Midfielder,3,POSITIVE_MINUTES,2010/11,1921,0,0,9,35,0,0,0,8,2,0,5,0,54,5.4,44,20_5_2013/390
391,David,Meyler,Meyler,Sunderland,Midfielder,3,POSITIVE_MINUTES,2010/11,259,0,0,1,1,0,0,0,2,0,0,0,0,45,4.5,5,20_5_2013/391
392,Kieran,Richardson,Richardson,Fulham,Midfielder,3,POSITIVE_MINUTES,2010/11,2039,4,3,9,27,0,0,0,9,0,0,4,0,53,5.3,80,20_5_2013/392
393,Jack,Colback,Colback,Sunderland,Midfielder,3,POSITIVE_MINUTES,2010/11,589,0,0,1,14,0,0,0,1,0,0,2,0,45,4.5,19,20_5_2013/393
394,Ahmed,Elmohamady,Elmohamady,Sunderland,Midfielder,3,POSITIVE_MINUTES,2010/11,2457,0,3,11,38,0,0,0,1,0,0,9,0,46,4.6,109,20_5_2013/394
395,Sebastian,Larsson,Larsson,Sunderland,Midfielder,3,POSITIVE_MINUTES,2010/11,2833,4,6,8,45,0,0,0,5,0,0,9,0,50,5.0,116,20_5_2013/395
396,Craig,Gardner,Gardner,Sunderland,Midfielder,3,POSITIVE_MINUTES,2010/11,2216,8,0,6,34,0,0,0,5,2,0,5,0,49,4.9,92,20_5_2013/396
397,David,Vaughan,Vaughan,Sunderland,Midfielder,3,POSITIVE_MINUTES,2010/11,3150,2,3,6,69,0,0,0,6,0,0,21,0,43,4.3,110,20_5_2013/397
398,James,McClean,McClean,Sunderland,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/398
399,Stephane,Sessegnon,Sessegnon,Sunderland,Midfielder,3,POSITIVE_MINUTES,2010/11,1183,3,2,2,29,0,0,0,2,0,0,3,0,58,5.8,51,20_5_2013/399
400,Craig,Lynch,Lynch,Sunderland,Forward,4,POSITIVE_MINUTES,2010/11,30,0,0,0,1,0,0,0,0,0,0,0,0,45,4.5,2,20_5_2013/400
401,Ryan,Noble,Noble,Sunderland,Forward,4,POSITIVE_MINUTES,2010/11,66,0,0,0,1,0,0,0,0,0,0,0,0,45,4.5,3,20_5_2013/401
402,Fraizer,Campbell,Campbell,Sunderland,Forward,4,POSITIVE_MINUTES,2010/11,225,0,1,0,3,0,0,0,0,0,0,0,0,56,5.6,8,20_5_2013/402
403,Connor,Wickham,Wickham,Sunderland,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/403
404,Dong-Won,Ji,Dong-Won Ji,Sunderland,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/404
405,Michel,Vorm,Vorm,Swansea,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/405
406,Gerhard,Tremmel,Tremmel,Swansea,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/406
407,Ashley,Williams,Williams,Swansea,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/407
408,Neil,Taylor,Taylor,Swansea,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/408
409,Alan,Tate,Tate,Swansea,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/409
410,Garry,Monk,Monk,Swansea,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/410
411,Angel,Rangel,Rangel,Swansea,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/411
412,Federico,Bessone,Bessone,Swansea,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/412
413,Darnel,Situ,Situ,Swansea,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/413
414,,Chico,Chico,Swansea,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/414
415,Wayne,Routledge,Routledge,Swansea,Midfielder,3,POSITIVE_MINUTES,2010/11,996,0,1,2,18,0,0,0,0,0,0,2,0,41,4.1,34,20_5_2013/415
416,Andrea,Orlandi,Orlandi,Swansea,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/416
417,Nathan,Dyer,Dyer,Swansea,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/417
418,Scott,Sinclair,Sinclair,Man City,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/418
419,Joe,Allen,Allen,Liverpool,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/419
420,Kemy,Agustien,Agustien,Swansea,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/420
421,Mark,Gower,Gower,Swansea,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/421
422,Ashley,Richards,Richards,Swansea,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/422
423,Leon,Britton,Britton,Swansea,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/423
424,Stephen,Dobbie,Dobbie,Swansea,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/424
425,Lee,Lucas,Lucas,Swansea,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/425
426,Gwion,Edwards,Edwards,Swansea,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/426
427,Jonathan,de Guzman,De Guzman,Swansea,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/427
428,Luke,Moore,Moore,Swansea,Forward,4,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4.2,0,20_5_2013/428
429,Danny,Graham,Graham,Sunderland,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/429
430,Leroy,Lita,Lita,Swansea,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/430
431,Heurelho,Gomes,Gomes,Tottenham,Goalkeeper,1,POSITIVE_MINUTES,2010/11,2700,0,0,7,39,0,2,0,4,0,109,0,0,52,5.2,108,20_5_2013/431
432,Carlo,Cudicini,Cudicini,Tottenham,Goalkeeper,1,POSITIVE_MINUTES,2010/11,720,0,0,1,7,0,0,0,0,0,22,0,0,42,4.2,24,20_5_2013/432
433,Brad,Friedel,Friedel,Tottenham,Goalkeeper,1,POSITIVE_MINUTES,2010/11,3420,0,0,7,59,0,0,0,2,0,116,4,0,54,5.4,111,20_5_2013/433
434,Ledley,King,King,Tottenham,Defender,2,POSITIVE_MINUTES,2010/11,493,0,0,2,4,0,0,0,0,0,0,3,0,52,5.2,22,20_5_2013/434
435,Michael,Dawson,Dawson,Tottenham,Defender,2,POSITIVE_MINUTES,2010/11,2160,1,0,7,27,0,0,0,6,0,0,8,0,53,5.3,77,20_5_2013/435
436,Benoit,Assou-Ekotto,Assou-Ekotto,Tottenham,Defender,2,POSITIVE_MINUTES,2010/11,2569,0,0,7,36,0,0,0,2,0,0,7,0,52,5.2,81,20_5_2013/436
437,Younes,Kaboul,Kaboul,Tottenham,Defender,2,POSITIVE_MINUTES,2010/11,1632,1,1,2,25,0,0,0,1,1,0,3,0,47,4.7,46,20_5_2013/437
438,William,Gallas,Gallas,Tottenham,Defender,2,POSITIVE_MINUTES,2010/11,2339,0,0,4,37,0,0,0,5,0,0,3,0,53,5.3,56,20_5_2013/438
439,Kyle,Walker,Walker,Tottenham,Defender,2,POSITIVE_MINUTES,2010/11,1341,1,3,2,20,0,0,0,3,0,1,5,0,40,4.0,51,20_5_2013/439
440,Adam,Smith,Smith,Tottenham,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/440
441,Kyle,Naughton,Naughton,Tottenham,Defender,2,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4.0,0,20_5_2013/441
442,Steven,Caulker,Caulker,Tottenham,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/442
443,Jan,Vertonghen,Vertonghen,Tottenham,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/443
444,Raniere,Sandro,Sandro,Tottenham,Midfielder,3,POSITIVE_MINUTES,2010/11,1079,1,0,3,14,0,0,0,4,0,0,3,0,43,4.3,37,20_5_2013/444
445,Rafael,Van der Vaart,Van der Vaart,Tottenham,Midfielder,3,POSITIVE_MINUTES,2010/11,2222,13,9,7,24,0,0,1,4,0,0,19,0,89,8.9,165,20_5_2013/445
446,Luka,Modric,Modric,Tottenham,Midfielder,3,POSITIVE_MINUTES,2010/11,2794,3,3,7,39,0,0,0,3,0,0,34,0,74,7.4,125,20_5_2013/446
447,Aaron,Lennon,Lennon,Tottenham,Midfielder,3,POSITIVE_MINUTES,2010/11,2361,3,3,8,26,0,0,0,1,0,0,10,0,73,7.3,99,20_5_2013/447
448,Gareth,Bale,Bale,Tottenham,Midfielder,3,POSITIVE_MINUTES,2010/11,2447,7,3,6,34,0,0,0,1,0,0,13,0,70,7.0,118,20_5_2013/448
449,Danny,Rose,Rose,Sunderland,Midfielder,3,POSITIVE_MINUTES,2010/11,351,0,2,1,3,0,0,0,0,0,0,2,0,44,4.4,17,20_5_2013/449
450,Tom,Huddlestone,Huddlestone,Tottenham,Midfielder,3,POSITIVE_MINUTES,2010/11,1162,2,2,1,17,0,0,0,3,0,0,5,0,56,5.6,46,20_5_2013/450
451,Jake,Livermore,Livermore,Tottenham,Midfielder,3,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4.5,0,20_5_2013/451
452,Scott,Parker,Parker,Tottenham,Midfielder,3,POSITIVE_MINUTES,2010/11,2738,5,3,6,52,0,0,0,8,0,0,25,0,55,5.5,119,20_5_2013/452
453,Yago,Falque,Falque,Tottenham,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/453
454,Tom,Carroll,Carroll,Tottenham,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/454
455,Jermaine,Jenas,Jenas,QPR,Midfielder,3,POSITIVE_MINUTES,2010/11,1322,0,1,2,19,0,0,0,2,0,0,3,0,51,5.1,39,20_5_2013/455
456,Steven,Pienaar,Pienaar,Everton,Midfielder,3,POSITIVE_MINUTES,2010/11,2060,1,2,4,32,0,0,0,3,0,0,6,0,65,6.5,66,20_5_2013/456
457,Gylfi,Sigurdsson,Sigurdsson,Tottenham,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/457
458,Jermain,Defoe,Defoe,Tottenham,Forward,4,POSITIVE_MINUTES,2010/11,1479,4,2,4,17,0,0,1,0,1,0,3,0,83,8.3,56,20_5_2013/458
459,Dos Santos,Giovani,Giovani,Tottenham,Forward,4,POSITIVE_MINUTES,2010/11,45,0,0,0,1,0,0,0,0,0,0,0,0,49,4.9,3,20_5_2013/459
460,Harry,Kane,Kane,Tottenham,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/460
461,Cameron,Lancaster,Lancaster,Tottenham,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/461
462,Boaz,Myhill,Myhill,West Brom,Goalkeeper,1,POSITIVE_MINUTES,2010/11,540,0,0,0,13,0,0,0,0,0,19,0,0,38,3.8,12,20_5_2013/462
463,Ben,Foster,Foster,West Brom,Goalkeeper,1,POSITIVE_MINUTES,2010/11,3369,0,1,9,55,0,1,0,3,0,178,9,0,53,5.3,153,20_5_2013/463
464,Luke,Daniels,Daniels,West Brom,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/464
465,Gabriel,Tamas,Tamas,West Brom,Defender,2,POSITIVE_MINUTES,2010/11,2040,0,0,2,38,1,0,0,4,1,0,3,0,38,3.8,37,20_5_2013/465
466,James,Hurst,Hurst,West Brom,Defender,2,POSITIVE_MINUTES,2010/11,90,0,0,0,3,0,0,0,0,0,0,0,0,40,4.0,1,20_5_2013/466
467,Gonzalo,Jara Reyes,Jara,West Brom,Defender,2,POSITIVE_MINUTES,2010/11,2104,1,0,1,47,0,0,0,6,1,0,3,0,39,3.9,39,20_5_2013/467
468,Jonas,Olsson,Olsson,West Brom,Defender,2,POSITIVE_MINUTES,2010/11,2123,1,3,2,39,1,0,0,1,0,0,7,0,42,4.2,62,20_5_2013/468
469,Billy,Jones,Jones,West Brom,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/469
470,Gareth,McAuley,McAuley,West Brom,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/470
471,Craig,Dawson,Dawson,West Brom,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/471
472,Liam,Ridgewell,Ridgewell,West Brom,Defender,2,POSITIVE_MINUTES,2010/11,3173,4,0,9,55,0,0,0,6,1,0,1,0,54,5.4,104,20_5_2013/472
473,George,Thorne,Thorne,West Brom,Midfielder,3,POSITIVE_MINUTES,2010/11,31,0,0,0,0,0,0,0,0,0,0,0,0,41,4.1,1,20_5_2013/473
474,Graham,Dorrans,Dorrans,West Brom,Midfielder,3,POSITIVE_MINUTES,2010/11,1414,1,2,1,31,0,0,0,2,0,0,0,0,47,4.7,46,20_5_2013/474
475,Steven,Reid,Reid,West Brom,Midfielder,3,POSITIVE_MINUTES,2010/11,1288,1,6,1,25,0,0,0,3,0,0,4,0,41,4.1,61,20_5_2013/475
476,Jerome,Thomas,Thomas,West Brom,Midfielder,3,POSITIVE_MINUTES,2010/11,2569,3,8,2,57,0,0,0,4,0,0,5,0,45,4.5,105,20_5_2013/476
477,James,Morrison,Morrison,West Brom,Midfielder,3,POSITIVE_MINUTES,2010/11,2268,4,3,2,49,0,0,0,2,1,0,6,0,44,4.4,89,20_5_2013/477
478,Youssouf,Mulumbu,Mulumbu,West Brom,Midfielder,3,POSITIVE_MINUTES,2010/11,2850,6,2,2,58,0,0,0,5,2,0,17,0,44,4.4,110,20_5_2013/478
479,Chris,Brunt,Brunt,West Brom,Midfielder,3,POSITIVE_MINUTES,2010/11,3012,4,11,2,61,0,0,1,9,0,0,18,0,54,5.4,130,20_5_2013/479
480,Zoltan,Gera,Gera,West Brom,Midfielder,3,POSITIVE_MINUTES,2010/11,1118,1,2,5,11,0,0,0,2,1,0,0,0,45,4.5,48,20_5_2013/480
481,Sam,Mantom,Mantom,West Brom,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/481
482,Scott,Allan,Allan,West Brom,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/482
